"MaMi" "kNN"
"1" 0.766984317558239 0.762389634953947
"2" 0.780215696152606 0.773701006115655
"3" 0.76151011221396 0.75843182743718
"4" 0.751675704272921 0.753622287828397
"5" 0.817931075343611 0.813569708614608
"6" 0.825574339301638 0.82087047268828
"7" 0.762496557355428 0.758883263593805
"8" 0.767474387575831 0.762832318301687
"9" 0.740046778586501 0.737878065518251
"10" 0.815661068537949 0.808596546488618
"11" 0.745518589380197 0.739538946365583
"12" 0.78076142286981 0.777267008880118
"13" 0.737286912781259 0.734374704338523
"14" 0.807703979462069 0.806827658532692
"15" 0.776486916129076 0.766798853162943
"16" 0.784105818021395 0.784087356686613
"17" 0.748297864621216 0.743322241385329
"18" 0.760458630393787 0.75622741074188
"19" 0.735711817048116 0.727432176328201
"20" 0.740655734362444 0.736203635607252
"21" 0.799255599761409 0.791829672394427
"22" 0.770569387820092 0.7648293970259
"23" 0.738598224790979 0.741262586692099
"24" 0.75208020863303 0.749991921576254
"25" 0.790181182798246 0.791808581207444
"26" 0.762311655867746 0.758279576932667
"27" 0.771532374321999 0.770002634529595
"28" 0.812029587008078 0.809280082500751
"29" 0.7914799814068 0.791658820245986
"30" 0.716085853078201 0.7081932965202
"31" 0.777821770526132 0.772389626709732
"32" 0.795821635417186 0.796315282015661
"33" 0.730943187346525 0.725138159984754
"34" 0.785310851983202 0.783825324931792
"35" 0.803021499411759 0.795521660272665
"36" 0.768984798710621 0.766976110202642
"37" 0.780877150132584 0.772468944649184
"38" 0.756418213302843 0.751918417636445
"39" 0.788887745580968 0.779305432589956
"40" 0.752160531783938 0.747448187714134
"41" 0.817493189509742 0.813333293290804
"42" 0.763696426591419 0.759864785892678
"43" 0.761739020775094 0.757259272772302
"44" 0.759431185163034 0.755459590693572
"45" 0.781210193272758 0.775874004069696
"46" 0.80614241475468 0.804373569901495
"47" 0.780462896285119 0.777420098918569
"48" 0.752325403544053 0.751787961518876
"49" 0.771360481461697 0.762689648128363
"50" 0.774347797184269 0.765701185463267
"51" 0.748350582850958 0.746626729811108
"52" 0.776785286912578 0.770652281643906
"53" 0.785040952978296 0.777649613151093
"54" 0.793533112693439 0.785597094571279
"55" 0.796371630288652 0.792473477791882
"56" 0.746586475541028 0.743533032631968
"57" 0.719363627724221 0.712075190834604
"58" 0.738211695023451 0.74451062844416
"59" 0.809822581414976 0.800873306495336
"60" 0.777722735817203 0.766251758171589
"61" 0.733991665497271 0.730240432523116
"62" 0.700245199889793 0.697260175664332
"63" 0.813245458475846 0.805219269421332
"64" 0.775647410828584 0.770947346923097
"65" 0.764341533076673 0.755491636357406
"66" 0.827411446305268 0.814392410076062
"67" 0.764894783828936 0.760108604170484
"68" 0.721812955912786 0.715525148254463
"69" 0.787612096452139 0.776370180484087
"70" 0.788015822790901 0.785668692771956
"71" 0.778647575530087 0.775096776403046
"72" 0.731558137442664 0.7277109787344
"73" 0.775075059222741 0.771833989088539
"74" 0.772703584882497 0.768351822715963
"75" 0.775273805489712 0.772064373940968
"76" 0.725850768631659 0.722260670437398
"77" 0.76846533956192 0.764429014198319
"78" 0.762853469751931 0.759541572747423
"79" 0.807530804596553 0.803100323040965
"80" 0.756172032204275 0.751848358047441
"81" 0.782943649912779 0.779950726637302
"82" 0.736527400959415 0.73189306623423
"83" 0.788638695276721 0.779968705583249
"84" 0.783766812500961 0.780487752488521
"85" 0.792391914010118 0.791705624598137
"86" 0.786746132294233 0.779949286086534
"87" 0.75306724206142 0.748848123674347
"88" 0.746581064576868 0.738389374613493
"89" 0.782157678227325 0.77679205751006
"90" 0.764345235603496 0.761487039318665
"91" 0.771949252292258 0.76648320503752
"92" 0.780581767966715 0.77896504329415
"93" 0.776812068414032 0.773205947807504
"94" 0.823117792321549 0.818088953111049
"95" 0.821133482765239 0.815691674990516
"96" 0.730415240666735 0.725220592762159
"97" 0.815836425238057 0.807199641329174
"98" 0.776229933992052 0.776937358621495
"99" 0.764867670176367 0.763849937218966
"100" 0.763064495185445 0.757080836166587
