"MaMi" "kNN"
"1" 0.962701612903226 0.955645161290323
"2" 0.920588235294118 0.929411764705882
"3" 0.981481481481481 0.974074074074074
"4" 0.978395061728395 0.975308641975309
"5" 0.967741935483871 0.971774193548387
"6" 0.976461038961039 0.974025974025974
"7" 0.94 0.941428571428572
"8" 0.966517857142857 0.959821428571429
"9" 0.944117647058824 0.964705882352941
"10" 0.965097402597403 0.970779220779221
"11" 0.948660714285714 0.973214285714286
"12" 0.937931034482759 0.943103448275862
"13" 0.963709677419355 0.971774193548387
"14" 0.949845679012346 0.962962962962963
"15" 0.963709677419355 0.963709677419355
"16" 0.941379310344828 0.962068965517241
"17" 0.939814814814815 0.925925925925926
"18" 0.947222222222222 0.95
"19" 0.964814814814815 0.953703703703704
"20" 0.966715976331361 0.980769230769231
"21" 0.984848484848485 0.987373737373737
"22" 0.995588235294118 0.982352941176471
"23" 0.970982142857143 0.975446428571429
"24" 0.915322580645161 0.909274193548387
"25" 0.989655172413793 0.979310344827586
"26" 0.941358024691358 0.945987654320988
"27" 0.969155844155844 0.967532467532468
"28" 0.974837662337662 0.967532467532468
"29" 0.995967741935484 0.995967741935484
"30" 0.944556451612903 0.959677419354839
"31" 0.951298701298701 0.959415584415584
"32" 0.981481481481481 0.998148148148148
"33" 0.974798387096774 0.981854838709677
"34" 0.923701298701299 0.913961038961039
"35" 0.983766233766234 0.982142857142857
"36" 0.996212121212121 0.994949494949495
"37" 0.964646464646465 0.962121212121212
"38" 0.970982142857143 0.984375
"39" 0.960185185185185 0.946296296296296
"40" 0.987903225806452 0.981854838709677
"41" 0.988425925925926 1
"42" 0.98991935483871 0.993951612903226
"43" 0.962121212121212 0.974747474747475
"44" 0.952008928571429 0.966517857142857
"45" 0.910416666666667 0.929166666666667
"46" 0.98991935483871 0.993951612903226
"47" 0.996296296296296 0.998148148148148
"48" 0.943103448275862 0.941379310344828
"49" 0.943786982248521 0.955621301775148
"50" 0.991379310344828 0.993103448275862
"51" 0.982407407407407 0.985185185185185
"52" 0.953282828282828 0.967171717171717
"53" 0.998275862068966 0.993103448275862
"54" 1 0.997474747474748
"55" 0.907366071428571 0.919642857142857
"56" 0.967741935483871 0.967741935483871
"57" 0.965401785714286 0.966517857142857
"58" 0.981331168831169 0.983766233766234
"59" 0.975446428571429 0.982142857142857
"60" 0.987037037037037 0.988888888888889
"61" 0.957661290322581 0.969758064516129
"62" 0.99025974025974 0.988636363636364
"63" 0.976724137931035 0.967241379310345
"64" 0.973372781065089 0.96301775147929
"65" 0.936206896551724 0.937931034482759
"66" 0.994444444444444 0.987037037037037
"67" 0.955645161290323 0.961693548387097
"68" 0.949596774193548 0.967741935483871
"69" 0.918103448275862 0.941379310344828
"70" 0.961428571428571 0.954285714285714
"71" 0.956481481481481 0.964814814814815
"72" 0.92962962962963 0.905555555555556
"73" 0.963709677419355 0.987903225806452
"74" 0.963757396449704 0.979289940828402
"75" 1 0.996551724137931
"76" 0.955357142857143 0.946428571428571
"77" 0.966820987654321 0.929012345679012
"78" 0.964814814814815 0.966666666666667
"79" 0.96969696969697 0.97979797979798
"80" 0.955882352941176 0.941176470588235
"81" 0.983766233766234 1
"82" 0.951851851851852 0.97037037037037
"83" 0.973790322580645 0.985887096774194
"84" 0.981034482758621 0.974137931034483
"85" 0.931818181818182 0.938311688311688
"86" 0.971450617283951 0.976851851851852
"87" 0.98991935483871 0.991935483870968
"88" 0.97037037037037 0.977777777777778
"89" 0.955555555555555 0.977777777777778
"90" 0.92775974025974 0.936688311688312
"91" 0.942901234567901 0.959876543209877
"92" 1 1
"93" 0.969674556213018 0.979289940828402
"94" 0.913306451612903 0.917338709677419
"95" 0.963793103448276 0.962068965517241
"96" 0.956980519480519 0.974025974025974
"97" 0.926339285714286 0.924107142857143
"98" 0.917592592592593 0.92037037037037
"99" 0.937962962962963 0.946296296296296
"100" 0.962931034482759 0.967241379310345
