"MaMi" "kNN" "wKNN"
"1" 0.0581196581196581 0.0341880341880342 0.0123226811413166
"2" 0.0700854700854701 0.0341880341880342 0.0355178677149323
"3" 0.094017094017094 0.0598290598290598 0.0256410256410256
"4" 0.0871794871794872 0.0170940170940171 0.0769230769230769
"5" 0.0786324786324786 0.111111111111111 0.0769230769230769
"6" 0.094017094017094 0.0427350427350427 0.0352586391844095
"7" 0.0923076923076923 0.094017094017094 0.0349332113023191
"8" 0.0786324786324786 0.0427350427350427 0.0512820512820513
"9" 0.0803418803418803 0.0341880341880342 0.0769230769230769
"10" 0.116239316239316 0.0683760683760684 0.0435408059562632
"11" 0.0923076923076923 0.0512820512820513 0.0769230769230769
"12" 0.109401709401709 0.0769230769230769 0.0617478125445898
"13" 0.0683760683760684 0.00854700854700855 0.0336911617076832
"14" 0.0512820512820513 0.0256410256410256 0.02944178094718
"15" 0.138461538461538 0.0854700854700855 0.0769230769230769
"16" 0.114529914529915 0.0427350427350427 0.0407107975199275
"17" 0.0615384615384615 0.0598290598290598 0.0769230769230769
"18" 0.0752136752136752 0.0598290598290598 0.0512820512820513
"19" 0.116239316239316 0.102564102564103 0.0617272353878497
"20" 0.0632478632478632 0.0598290598290598 0.0256410256410256
"21" 0.0564102564102564 0.0341880341880342 0.0512820512820513
"22" 0.0786324786324786 0.0427350427350427 0.0383209328550141
"23" 0.105982905982906 0.0769230769230769 0.0769230769230769
"24" 0.148717948717949 0.0769230769230769 0.0535750169111884
"25" 0.124786324786325 0.111111111111111 0.089757652068368
"26" 0.0871794871794872 0.0256410256410257 0.0260907252431085
"27" 0.0854700854700855 0.0256410256410256 0.00898363129944345
"28" 0.0495726495726496 0.0170940170940171 0.0456039685376434
"29" 0.116239316239316 0.0683760683760684 0.0769230769230769
"30" 0.0717948717948718 0.0854700854700855 0.102564102564103
"31" 0.0717948717948718 0.0427350427350427 0.0449920767552676
"32" 0.0905982905982906 0.0427350427350427 0.0455440112353136
"33" 0.0666666666666667 0.0341880341880342 0.0118267752965341
"34" 0.0854700854700855 0.102564102564103 0.0561710776987755
"35" 0.14017094017094 0.136752136752137 0.127622551049721
"36" 0.0256410256410256 0.0512820512820513 0.0224572009239326
"37" 0.0769230769230769 0.0341880341880342 0.0769230769230769
"38" 0.0581196581196581 0.0256410256410257 0.0127851313951319
"39" 0.0991452991452991 0.0683760683760684 0.0388687063964671
"40" 0.0427350427350427 0.0427350427350427 0.0538874340989747
"41" 0.0888888888888889 0.0512820512820513 0.0475781585424507
"42" 0.111111111111111 0.102564102564103 0.0769230769230769
"43" 0.094017094017094 0.0427350427350427 0.046971994105867
"44" 0.152136752136752 0.0769230769230769 0.0972655031535006
"45" 0.0666666666666667 0.0512820512820513 0.0371162209261883
"46" 0.0205128205128205 0.0683760683760684 0.0512820512820513
"47" 0.0974358974358974 0.136752136752137 0.116282140104756
"48" 0.0478632478632478 0.0170940170940171 0.0769230769230769
"49" 0.0683760683760684 0.0341880341880342 0.0769230769230769
"50" 0.0341880341880342 0.0170940170940171 0.102564102564103
