"MaMi" "kNN" "wKNN"
"1" 0.0278 0.16667 0.16667
"2" 0.06915 0.25 0.25
"3" 0.04949 0.21053 0.21053
"4" 0.06237 0.25714 0.25714
"5" 0.06034 0.28571 0.28571
"6" 0.02712 0.20833 0.20833
"7" 0.01763 0.16667 0.16667
"8" 0.03322 0.12121 0.12121
"9" 0.11661 0.31429 0.31429
"10" 0.17627 0.51351 0.51351
"11" 0.01627 0.09091 0.09091
"12" 0.07932 0.29032 0.29032
"13" 0.05424 0.2 0.2
"14" 0.05966 0.16129 0.16129
"15" 0.01763 0.2 0.2
"16" 0.05153 0.11429 0.11429
"17" 0.05763 0.25806 0.25806
"18" 0.05153 0.22581 0.22581
"19" 0.05424 0.21429 0.21429
"20" 0.05424 0.23333 0.23333
"21" 0.04339 0.25714 0.25714
"22" 0.00949 0.10345 0.10345
"23" 0.02441 0.21212 0.21212
"24" 0.07593 0.21875 0.21875
"25" 0.04475 0.24242 0.24242
"26" 0.05085 0.26471 0.26471
"27" 0.0678 0.32258 0.32258
"28" 0.03458 0.2069 0.2069
"29" 0.09966 0.32432 0.32432
"30" 0.05695 0.20588 0.20588
"31" 0.08203 0.33333 0.33333
"32" 0.09356 0.32258 0.32258
"33" 0.07186 0.28125 0.28125
"34" 0.02508 0.14286 0.14286
"35" 0.04814 0.26667 0.26667
"36" 0.03932 0.32 0.32
"37" 0.06915 0.32353 0.32353
"38" 0.02237 0.09677 0.09677
"39" 0.05085 0.23077 0.23077
"40" 0.03186 0.17647 0.17647
"41" 0.04746 0.24324 0.24324
"42" 0.11186 0.4375 0.4375
"43" 0.02712 0.16667 0.16667
"44" 0.09424 0.32353 0.32353
"45" 0.03254 0.21212 0.21212
"46" 0.04475 0.22857 0.22857
"47" 0.03932 0.20588 0.20588
"48" 0.01492 0.11538 0.11538
"49" 0.02915 0.16667 0.16667
"50" 0.02983 0.17857 0.17857
