"MaMi" "kNN" "wKNN"
"1" 0.04205 0.13333 0.13333
"2" 0.0041 0.11111 0.11111
"3" 0.00923 0.125 0.125
"4" 0 0 0
"5" 0.00923 0.09091 0.09091
"6" 0 0 0
"7" 0 0 0
"8" 0.00923 0.125 0.125
"9" 0 0 0
"10" 0.02974 0.2 0.2
"11" 0 0 0
"12" 0 0 0
"13" 0 0 0
"14" 0 0 0
"15" 0.05538 0.23077 0.23077
"16" 0.06051 0.27273 0.27273
"17" 0.00923 0.2 0.2
"18" 0.01846 0.16667 0.16667
"19" 0.00923 0.06667 0.06667
"20" 0 0 0
"21" 0 0 0
"22" 0 0 0
"23" 0.00923 0.1 0.1
"24" 0 0 0
"25" 0.02564 0.125 0.125
"26" 0.00923 0.09091 0.09091
"27" 0 0 0
"28" 0.06769 0.30769 0.30769
"29" 0 0 0
"30" 0.00103 0.5 0.5
"31" 0 0 0
"32" 0.01846 0.125 0.125
"33" 0.00923 0.125 0.125
"34" 0 0 0
"35" 0.02769 0.3 0.3
"36" 0 0 0
"37" 0.0441 0.21429 0.21429
"38" 0.02564 0.09091 0.09091
"39" 0 0 0
"40" 0 0 0
"41" 0.00821 0.25 0.25
"42" 0.0041 0.14286 0.14286
"43" 0 0 0
"44" 0.00923 0.11111 0.11111
"45" 0.00923 0.09091 0.09091
"46" 0 0 0
"47" 0.02564 0.09091 0.09091
"48" 0.10051 0.45455 0.45455
"49" 0 0 0
"50" 0.06769 0.23077 0.23077
