"MaMi" "wMAMI" "diff"
"1" 0.788236792884592 0.787639276582547 0.00059751630204552
"2" 0.751800395850466 0.751532262063688 0.000268133786778146
"3" 0.804828854226982 0.804352375058589 0.000476479168393551
"4" 0.780513429083719 0.781165156468526 -0.000651727384807232
"5" 0.77516978535248 0.775201031983807 -3.12466313261428e-05
"6" 0.755810203910663 0.75379451704229 0.00201568686837372
"7" 0.767375277344774 0.767817555818264 -0.00044227847348921
"8" 0.783199863323927 0.784007331303047 -0.000807467979120235
"9" 0.76321780705908 0.762522543862227 0.000695263196853313
"10" 0.789682024679335 0.789801744916182 -0.000119720236846588
"11" 0.838992543952264 0.838336055020164 0.00065648893210013
"12" 0.732951635241085 0.733271598112929 -0.000319962871844659
"13" 0.773269572285449 0.772809650962769 0.000459921322680246
"14" 0.755933044032699 0.755182525318025 0.000750518714673243
"15" 0.832258179903514 0.832302467554351 -4.42876508365275e-05
"16" 0.810655686394316 0.812103417941109 -0.00144773154679312
"17" 0.77301579675699 0.772010424812609 0.00100537194438155
"18" 0.806124020581687 0.806716290929316 -0.000592270347629209
"19" 0.780528071302306 0.78016948665673 0.000358584645575921
"20" 0.769262422133917 0.768877718128769 0.000384704005147674
"21" 0.773781438774951 0.773869568637805 -8.81298628540028e-05
"22" 0.756526284448495 0.756718506622947 -0.000192222174452472
"23" 0.791547207919718 0.791057751093109 0.000489456826608503
"24" 0.804109750122665 0.804350830149215 -0.000241080026550544
"25" 0.763097654318252 0.763323898034514 -0.000226243716261565
"26" 0.79464024445888 0.793976412580031 0.000663831878848664
"27" 0.787994907739766 0.788707921610925 -0.000713013871159185
"28" 0.808448396429993 0.807448890956468 0.000999505473525342
"29" 0.789827621232931 0.789736834927981 9.07863049498525e-05
"30" 0.764108152754778 0.763233447534297 0.000874705220481053
"31" 0.821476018920975 0.821440344013006 3.56749079692964e-05
"32" 0.801520548778125 0.801372125526319 0.000148423251805863
"33" 0.761883777531459 0.762099146870652 -0.000215369339193194
"34" 0.741316303586962 0.741033833048889 0.000282470538072732
"35" 0.768552172669479 0.767217114997049 0.00133505767243058
"36" 0.831146054245622 0.831306845921534 -0.000160791675911431
"37" 0.771923114826835 0.771089917548597 0.000833197278237829
"38" 0.77899487882694 0.778922778242781 7.21005841592959e-05
"39" 0.818815573247662 0.818943211778132 -0.000127638530469487
"40" 0.821975127546748 0.822060032755893 -8.49052091445035e-05
"41" 0.746441649568549 0.747705179154008 -0.00126352958545861
"42" 0.813075054471424 0.811844671467568 0.00123038300385636
"43" 0.817748555202092 0.818061784913353 -0.000313229711260798
"44" 0.754881651370168 0.754413391137972 0.000468260232196371
"45" 0.813813857518496 0.814025373381711 -0.000211515863214551
"46" 0.785559693343586 0.784814001469087 0.000745691874499355
"47" 0.768281031802341 0.76796489375782 0.000316138044520908
"48" 0.771849529476787 0.771665410245049 0.000184119231738222
"49" 0.774216799656913 0.774812629353373 -0.000595829696459216
"50" 0.784223699673679 0.783347413728109 0.00087628594557021
