"MaMi" "wMAMI" "diff"
"1" 0.873484195402299 0.87213601532567 0.0013481800766284
"2" 0.906701460304402 0.905509563965446 0.00119189633895511
"3" 0.921155194805195 0.918297402597403 0.00285779220779214
"4" 0.854376200076805 0.851299203149002 0.0030769969278035
"5" 0.904638000888001 0.906911421911422 -0.00227342102342099
"6" 0.926569264069264 0.921948051948052 0.00462121212121214
"7" 0.795290404040404 0.796104797979798 -0.000814393939393976
"8" 0.859126984126984 0.855143467643468 0.00398351648351658
"9" 0.876691326530612 0.879114795918367 -0.00242346938775506
"10" 0.889192019400353 0.891697898295121 -0.00250587889476783
"11" 0.877652529761905 0.876707589285714 0.000944940476190426
"12" 0.875372023809524 0.875107886904762 0.000264136904761791
"13" 0.884771604938272 0.886935626102293 -0.00216402116402115
"14" 0.9025 0.912546296296296 -0.0100462962962963
"15" 0.887501539408867 0.889361658456486 -0.00186011904761896
"16" 0.84234579248366 0.837794117647059 0.00455167483660135
"17" 0.907679811507937 0.907690972222222 -1.11607142857517e-05
"18" 0.924591397849462 0.923559139784946 0.00103225806451612
"19" 0.853446712018141 0.854894809775762 -0.00144809775762167
"20" 0.896662581699346 0.897966057635175 -0.00130347593582891
"21" 0.931153255346804 0.93012451258419 0.00102874276261378
"22" 0.855792824074074 0.856365740740741 -0.000572916666666479
"23" 0.911779761904762 0.91028869047619 0.00149107142857163
"24" 0.794951923076923 0.797399475524476 -0.00244755244755246
"25" 0.915150058275058 0.912138694638695 0.00301136363636356
"26" 0.925273937532002 0.923667861409797 0.0016060761222052
"27" 0.843467477570738 0.845015096618357 -0.00154761904761902
"28" 0.821862373737374 0.820519255050505 0.00134311868686865
"29" 0.94224358974359 0.942551282051282 -0.000307692307692342
"30" 0.878211805555556 0.879403409090909 -0.00119160353535364
"31" 0.937525720164609 0.936180922986479 0.00134479717813063
"32" 0.932245642701525 0.932670479302832 -0.000424836601307099
"33" 0.923975877192983 0.925936038011696 -0.00196016081871342
"34" 0.921668927987862 0.920542279411765 0.00112664857609723
"35" 0.896975961538462 0.898434294871795 -0.00145833333333334
"36" 0.922738023349436 0.921228361513688 0.00150966183574885
"37" 0.861512470131422 0.864193175029869 -0.00268070489844685
"38" 0.89640289449113 0.8975 -0.0010971055088701
"39" 0.913980397621702 0.913182831661092 0.000797565960609647
"40" 0.844490925740926 0.842176804676805 0.00231412106412099
"41" 0.907902747252747 0.906588461538462 0.00131428571428582
"42" 0.917611331569665 0.919745370370371 -0.00213403880070562
"43" 0.890422619047619 0.889599206349207 0.000823412698412573
"44" 0.937831384015595 0.933830409356725 0.00400097465886939
"45" 0.917474489795918 0.920344387755102 -0.00286989795918369
"46" 0.949942708333333 0.9499375 5.20833333328419e-06
"47" 0.941155289276204 0.941983175986444 -0.000827886710239811
"48" 0.921902173913044 0.923559782608696 -0.00165760869565224
"49" 0.794669430272109 0.802728640798425 -0.00805921052631575
"50" 0.924836396546923 0.923421400724032 0.00141499582289051
