"MaMi" "kNN" "wKNN"
"1" 0.10873 0.36 0.26262
"2" 0.02526 0.1875 0.0625
"3" 0.05919 0.3 0.25
"4" 0.0555 0.29825 0.21053
"5" 0.11783 0.38095 0.33333
"6" 0.02883 0.14583 0.0625
"7" 0.07469 0.29825 0.17089
"8" 0.03848 0.14035 0.13003
"9" 0.06558 0.28333 0.25
"10" 0.02634 0.16667 0.12952
"11" 0.09192 0.36667 0.3338
"12" 0.02612 0.15686 0.17647
"13" 0.02949 0.16667 0.0625
"14" 0.13041 0.36508 0.34418
"15" 0.07859 0.28986 0.18588
"16" 0.04509 0.25758 0.1882
"17" 0.031 0.24561 0.21053
"18" 0.06016 0.25758 0.22775
"19" 0.03046 0.16667 0.09173
"20" 0.09496 0.33333 0.33333
"21" 0.03924 0.22917 0.20659
"22" 0.07241 0.25 0.25
"23" 0.06352 0.28431 0.17647
"24" 0.04173 0.2 0.19362
"25" 0.02233 0.06349 0.05554
"26" 0.02645 0.12963 0.10195
"27" 0.0774 0.22727 0.04545
"28" 0.03935 0.2 0.16248
"29" 0.03187 0.13725 0.13914
"30" 0.08585 0.38596 0.34251
"31" 0.07198 0.25926 0.20224
"32" 0.0387 0.16667 0.11364
"33" 0.06916 0.32917 0.25629
"34" 0.0207 0.17949 0.18147
"35" 0.04553 0.24074 0.12177
"36" 0.02482 0.17778 0.12129
"37" 0.10883 0.27778 0.24064
"38" 0.06558 0.2963 0.25058
"39" 0.09539 0.29167 0.25
"40" 0.05756 0.23333 0.19665
"41" 0.0297 0.21053 0.15468
"42" 0.02775 0.17544 0.17527
"43" 0.07653 0.35088 0.31285
"44" 0.03458 0.2381 0.15739
"45" 0.03653 0.18056 0.09511
"46" 0.07686 0.25 0.24003
"47" 0.04705 0.23333 0.2
"48" 0.05431 0.24074 0.16667
"49" 0.04835 0.21053 0.15778
"50" 0.07762 0.35294 0.30924
