"MaMi" "wMAMI"
"1" 0.773550724637681 0.770531400966184
"2" 0.837820512820513 0.842307692307692
"3" 0.852976190476191 0.843452380952381
"4" 0.855128205128205 0.860897435897436
"5" 0.803921568627451 0.797794117647059
"6" 0.75625 0.7625
"7" 0.720095693779904 0.719497607655502
"8" 0.906862745098039 0.907475490196078
"9" 0.78804347826087 0.785628019323672
"10" 0.851076555023923 0.8438995215311
"11" 0.864234449760765 0.867224880382775
"12" 0.857230392156863 0.846813725490196
"13" 0.851449275362319 0.847826086956522
"14" 0.853260869565217 0.852657004830918
"15" 0.843599033816425 0.832729468599034
"16" 0.769323671497585 0.754227053140097
"17" 0.842524509803922 0.839460784313725
"18" 0.848651960784314 0.850490196078431
"19" 0.797435897435897 0.798076923076923
"20" 0.868421052631579 0.869019138755981
"21" 0.853125 0.844375
"22" 0.880382775119617 0.872607655502392
"23" 0.939102564102564 0.923717948717949
"24" 0.72463768115942 0.71195652173913
"25" 0.909688995215311 0.895334928229665
"26" 0.854761904761905 0.84047619047619
"27" 0.746411483253589 0.744617224880383
"28" 0.876373626373626 0.881181318681319
"29" 0.754289215686275 0.74203431372549
"30" 0.690789473684211 0.695574162679426
"31" 0.785714285714286 0.780952380952381
"32" 0.74 0.735625
"33" 0.84875 0.843125
"34" 0.811594202898551 0.808574879227053
"35" 0.735645933014354 0.731459330143541
"36" 0.782142857142857 0.783333333333333
"37" 0.760416666666667 0.759803921568627
"38" 0.84702380952381 0.844642857142857
"39" 0.897619047619048 0.891071428571429
"40" 0.877380952380952 0.871428571428571
"41" 0.796497584541063 0.797101449275362
"42" 0.832535885167464 0.826555023923445
"43" 0.78 0.776875
"44" 0.89047619047619 0.881547619047619
"45" 0.836124401913876 0.824760765550239
"46" 0.769138755980861 0.776913875598086
"47" 0.754901960784314 0.746936274509804
"48" 0.802696078431373 0.799019607843137
"49" 0.833133971291866 0.823564593301435
"50" 0.902380952380952 0.897619047619048
