"MaMi" "kNN" "wKNN"
"1" 0.666316526610644 0.636554621848739 0.485294117647059
"2" 0.848502304147466 0.828917050691244 0.704493087557604
"3" 0.804147465437788 0.758640552995392 0.719470046082949
"4" 0.766379310344828 0.681034482758621 0.717241379310345
"5" 0.778645833333333 0.717592592592593 0.605902777777778
"6" 0.669799498746867 0.654761904761905 0.527568922305764
"7" 0.564814814814815 0.556712962962963 0.487847222222222
"8" 0.844618055555556 0.837384259259259 0.821180555555556
"9" 0.846470588235294 0.754705882352941 0.688235294117647
"10" 0.72926267281106 0.691244239631336 0.704493087557604
"11" 0.823717948717949 0.758741258741259 0.718531468531469
"12" 0.783620689655173 0.726436781609195 0.687931034482759
"13" 0.776436781609195 0.713793103448276 0.710344827586207
"14" 0.640552995391705 0.600806451612903 0.561635944700461
"15" 0.818529411764706 0.779411764705882 0.788235294117647
"16" 0.817355889724311 0.731829573934837 0.650375939849624
"17" 0.78525641025641 0.724358974358974 0.657692307692308
"18" 0.859953703703704 0.775462962962963 0.775462962962963
"19" 0.78125 0.740162037037037 0.675925925925926
"20" 0.666769041769042 0.613636363636364 0.566953316953317
"21" 0.793235294117647 0.748823529411765 0.697058823529412
"22" 0.772858796296296 0.786458333333333 0.695601851851852
"23" 0.868961352657005 0.809782608695652 0.685386473429952
"24" 0.825810185185185 0.762731481481481 0.777777777777778
"25" 0.860919540229885 0.809770114942529 0.661494252873563
"26" 0.870081018518518 0.832175925925926 0.80150462962963
"27" 0.88536866359447 0.822004608294931 0.816244239631336
"28" 0.874107142857143 0.838095238095238 0.738690476190476
"29" 0.707085253456221 0.676267281105991 0.645161290322581
"30" 0.779464285714286 0.757142857142857 0.678571428571428
"31" 0.755497685185185 0.695601851851852 0.623842592592593
"32" 0.722916666666667 0.670833333333333 0.681547619047619
"33" 0.794407894736842 0.731578947368421 0.739473684210526
"34" 0.685763888888889 0.642939814814815 0.615162037037037
"35" 0.790610599078341 0.732718894009217 0.716589861751152
"36" 0.830459770114943 0.798850574712644 0.825287356321839
"37" 0.852083333333333 0.774404761904762 0.648809523809524
"38" 0.777678571428571 0.694047619047619 0.70297619047619
"39" 0.845196759259259 0.803819444444444 0.75
"40" 0.755208333333333 0.669560185185185 0.716435185185185
"41" 0.849201474201474 0.858108108108108 0.831081081081081
"42" 0.736011904761905 0.67202380952381 0.633333333333333
"43" 0.805652680652681 0.788461538461539 0.775641025641026
"44" 0.734195402298851 0.651724137931034 0.655172413793103
"45" 0.833333333333333 0.816550925925926 0.822337962962963
"46" 0.651724137931035 0.547701149425287 0.475287356321839
"47" 0.697765700483092 0.642512077294686 0.516908212560387
"48" 0.847051597051597 0.796068796068796 0.769041769041769
"49" 0.813078703703704 0.778356481481481 0.718171296296296
"50" 0.756365740740741 0.75462962962963 0.72337962962963
