"MaMi" "wMAMI" "diff"
"1" 0.846813725490196 0.847426470588235 -0.000612745098039102
"2" 0.68719806763285 0.69987922705314 -0.0126811594202898
"3" 0.830769230769231 0.828205128205128 0.00256410256410255
"4" 0.974877450980392 0.973651960784314 0.00122549019607843
"5" 0.867822966507177 0.873205741626794 -0.00538277511961716
"6" 0.779166666666667 0.767857142857143 0.0113095238095239
"7" 0.83133971291866 0.80322966507177 0.02811004784689
"8" 0.839880952380952 0.832738095238095 0.00714285714285712
"9" 0.891908212560387 0.893719806763285 -0.00181159420289845
"10" 0.76375 0.76125 0.00250000000000006
"11" 0.818125 0.824375 -0.00624999999999998
"12" 0.893125 0.9 -0.00687499999999996
"13" 0.791866028708134 0.794258373205742 -0.00239234449760761
"14" 0.864832535885167 0.849282296650718 0.0155502392344498
"15" 0.805147058823529 0.791053921568627 0.014093137254902
"16" 0.873809523809524 0.87202380952381 0.00178571428571428
"17" 0.806410256410256 0.81474358974359 -0.0083333333333333
"18" 0.785885167464115 0.782296650717703 0.00358851674641147
"19" 0.822435897435897 0.822435897435897 0
"20" 0.821428571428571 0.829761904761905 -0.0083333333333333
"21" 0.784688995215311 0.785885167464115 -0.00119617224880386
"22" 0.864583333333333 0.857843137254902 0.00674019607843124
"23" 0.930128205128205 0.93525641025641 -0.00512820512820511
"24" 0.833125 0.8125 0.0206249999999999
"25" 0.831349206349206 0.830026455026455 0.00132275132275128
"26" 0.664375 0.693125 -0.0287500000000001
"27" 0.7 0.678205128205128 0.0217948717948717
"28" 0.640625 0.626875 0.0137499999999999
"29" 0.81125 0.823125 -0.011875
"30" 0.841787439613527 0.839975845410628 0.00181159420289856
"31" 0.891304347826087 0.891908212560387 -0.000603864734299631
"32" 0.784688995215311 0.782296650717703 0.00239234449760761
"33" 0.657894736842105 0.655502392344498 0.00239234449760772
"34" 0.741875 0.729375 0.0125
"35" 0.876190476190476 0.867857142857143 0.0083333333333333
"36" 0.878434065934066 0.875 0.00343406593406592
"37" 0.894642857142857 0.889285714285714 0.00535714285714295
"38" 0.919375 0.908125 0.01125
"39" 0.860507246376812 0.859299516908212 0.00120772946859904
"40" 0.801328502415459 0.80012077294686 0.00120772946859904
"41" 0.851785714285714 0.844047619047619 0.00773809523809521
"42" 0.849404761904762 0.842857142857143 0.00654761904761914
"43" 0.875612745098039 0.878063725490196 -0.00245098039215685
"44" 0.721618357487923 0.716183574879227 0.00543478260869568
"45" 0.8775 0.88 -0.00250000000000017
"46" 0.754761904761905 0.764285714285714 -0.00952380952380949
"47" 0.680952380952381 0.688690476190476 -0.00773809523809521
"48" 0.72375 0.715625 0.00812500000000005
"49" 0.826593137254902 0.827205882352941 -0.000612745098039214
"50" 0.852657004830918 0.86231884057971 -0.00966183574879231
