"MaMi" "wMAMI"
"1" 0.922413793103448 0.919827586206897
"2" 0.974074074074074 0.971296296296296
"3" 0.905555555555555 0.9
"4" 0.957589285714286 0.962053571428571
"5" 0.939732142857143 0.939732142857143
"6" 0.883487654320988 0.881172839506173
"7" 0.952777777777778 0.95
"8" 0.967592592592593 0.961111111111111
"9" 0.983585858585859 0.984848484848485
"10" 0.931034482758621 0.919827586206897
"11" 0.941964285714286 0.9453125
"12" 0.984848484848485 0.982323232323232
"13" 0.965097402597403 0.965909090909091
"14" 0.920524691358025 0.911265432098765
"15" 0.920524691358025 0.923611111111111
"16" 0.972222222222222 0.970138888888889
"17" 0.991071428571429 0.993303571428571
"18" 0.899553571428571 0.892857142857143
"19" 0.997058823529412 0.992647058823529
"20" 0.896915584415584 0.899350649350649
"21" 0.975649350649351 0.973214285714286
"22" 0.850806451612903 0.850806451612903
"23" 0.965277777777778 0.964506172839506
"24" 0.928571428571429 0.930803571428571
"25" 0.894230769230769 0.887573964497042
"26" 0.853084415584416 0.83198051948052
"27" 0.845689655172414 0.833620689655172
"28" 0.95211038961039 0.948051948051948
"29" 0.948571428571429 0.944285714285714
"30" 0.973529411764706 0.979411764705882
"31" 0.949675324675325 0.943181818181818
"32" 0.941558441558442 0.940746753246753
"33" 0.914285714285714 0.907142857142857
"34" 0.882716049382716 0.875
"35" 0.855978260869565 0.849184782608696
"36" 0.946969696969697 0.943181818181818
"37" 0.99537037037037 0.996296296296296
"38" 0.961111111111111 0.955555555555556
"39" 0.925862068965517 0.918965517241379
"40" 0.933620689655172 0.929310344827586
"41" 0.832070707070707 0.813131313131313
"42" 0.781034482758621 0.758620689655172
"43" 0.955714285714286 0.946428571428571
"44" 0.967532467532467 0.965909090909091
"45" 0.875 0.849537037037037
"46" 0.933823529411765 0.927941176470588
"47" 0.943786982248521 0.943047337278107
"48" 0.943080357142857 0.931919642857143
"49" 0.925295857988166 0.922337278106509
"50" 0.963474025974026 0.963474025974026
