"MaMi" "kNN" "wKNN"
"1" 0.06974 0.12258 0.03226
"2" 0.0215 0.04286 0.07143
"3" 0.02888 0.06897 0.03448
"4" 0.04743 0.08 0.07193
"5" 0.08981 0.11875 0.11031
"6" 0.04821 0.1 0.06667
"7" 0.02302 0.03448 0
"8" 0.06802 0.10625 0.06686
"9" 0.03221 0.05 0.04614
"10" 0.05686 0.09677 0.07246
"11" 0.03561 0.06 0.05449
"12" 0.07442 0.12258 0.06596
"13" 0.05362 0.08276 0.09579
"14" 0.11713 0.175 0.12897
"15" 0.02018 0.05 0
"16" 0.03376 0.06923 0.07096
"17" 0.03204 0.04516 0
"18" 0.04127 0.09286 0.05501
"19" 0.08829 0.13333 0.11111
"20" 0.08562 0.15484 0.13822
"21" 0.04066 0.07143 0.03571
"22" 0.03955 0.07333 0.04036
"23" 0.08923 0.14194 0.12145
"24" 0.05912 0.10667 0.06667
"25" 0.02113 0.04667 0.0055
"26" 0.07713 0.13333 0.08518
"27" 0.08234 0.15152 0.06061
"28" 0.0759 0.12667 0.11966
"29" 0.06285 0.12667 0.06667
"30" 0.01387 0.02857 0.03571
"31" 0.05001 0.1 0.07985
"32" 0.03056 0.07407 0.07407
"33" 0.03221 0.06207 0.03644
"34" 0.05895 0.09032 0.07341
"35" 0.05387 0.06667 0.0275
"36" 0.06359 0.12414 0.17241
"37" 0.06027 0.09333 0.03333
"38" 0.04 0.08667 0.0791
"39" 0.06059 0.1 0.04314
"40" 0.03885 0.04516 0.03226
"41" 0.04759 0.08485 0.04299
"42" 0.06129 0.09143 0.06404
"43" 0.03303 0.05806 0.03226
"44" 0.03221 0.08889 0.07407
"45" 0.02523 0.075 0.03125
"46" 0.04956 0.08966 0.03448
"47" 0.03417 0.08 0.05204
"48" 0.08443 0.16 0.13333
"49" 0.02995 0.06897 0.03885
"50" 0.02281 0.06667 0.01478
