"MaMi" "wMAMI"
"1" 0.834842995169082 0.833937198067633
"2" 0.783698156682028 0.7911866359447
"3" 0.865207373271889 0.866935483870968
"4" 0.842741935483871 0.838421658986175
"5" 0.837931034482759 0.837068965517241
"6" 0.845402298850575 0.84367816091954
"7" 0.817307692307692 0.816346153846154
"8" 0.774425287356322 0.768103448275862
"9" 0.903846153846154 0.907342657342657
"10" 0.87625313283208 0.871240601503759
"11" 0.87183908045977 0.865229885057471
"12" 0.801764705882353 0.798823529411765
"13" 0.809895833333333 0.807291666666667
"14" 0.940668202764977 0.938364055299539
"15" 0.885919540229885 0.880747126436782
"16" 0.796428571428571 0.789583333333333
"17" 0.852873563218391 0.852873563218391
"18" 0.800297619047619 0.800892857142857
"19" 0.727430555555556 0.720196759259259
"20" 0.8338133640553 0.83294930875576
"21" 0.911494252873563 0.908908045977012
"22" 0.845196759259259 0.84837962962963
"23" 0.812210648148148 0.816840277777778
"24" 0.858108108108108 0.851351351351351
"25" 0.857758620689655 0.858908045977012
"26" 0.870689655172414 0.871551724137931
"27" 0.856481481481481 0.855034722222222
"28" 0.861175115207373 0.862903225806452
"29" 0.906828703703704 0.906828703703704
"30" 0.847972972972973 0.8495085995086
"31" 0.894642857142857 0.891071428571429
"32" 0.831764705882353 0.830588235294118
"33" 0.740229885057471 0.738218390804598
"34" 0.797297297297297 0.793611793611794
"35" 0.937352941176471 0.939411764705882
"36" 0.828379953379953 0.835664335664336
"37" 0.790219907407407 0.782696759259259
"38" 0.826678240740741 0.818576388888889
"39" 0.848668981481481 0.839409722222222
"40" 0.872413793103448 0.877011494252874
"41" 0.818840579710145 0.810688405797101
"42" 0.853194103194103 0.846744471744472
"43" 0.861400462962963 0.861689814814815
"44" 0.821256038647343 0.811292270531401
"45" 0.882058823529412 0.887058823529412
"46" 0.86867816091954 0.870114942528736
"47" 0.833912037037037 0.832465277777778
"48" 0.859664351851852 0.859664351851852
"49" 0.766091954022988 0.783908045977012
"50" 0.941470588235294 0.938235294117647
