"MaMi" "kNN" "wKNN"
"1" 0.03898 0.128 0.04
"2" 0.04045 0.1 0.03333
"3" 0.0656 0.1375 0.06849
"4" 0.02859 0.07419 0.03122
"5" 0.05824 0.10938 0.0827
"6" 0.02105 0.06897 0.03949
"7" 0.07473 0.13333 0.13428
"8" 0.06833 0.14839 0.03226
"9" 0.07197 0.12857 0.03876
"10" 0.0453 0.11875 0.0625
"11" 0.03069 0.08571 0.02672
"12" 0.09138 0.16129 0.13652
"13" 0.02739 0.08276 0
"14" 0.02584 0.07037 0.06154
"15" 0.03076 0.10345 0.05501
"16" 0.06642 0.14062 0.10186
"17" 0.07597 0.14333 0.11819
"18" 0.04196 0.09677 0.01199
"19" 0.02255 0.06552 0.03448
"20" 0.06161 0.125 0.0625
"21" 0.08217 0.18214 0.10714
"22" 0.05708 0.1125 0.08299
"23" 0.03614 0.08966 0.05487
"24" 0.04183 0.11923 0.03846
"25" 0.01271 0.04074 0.01727
"26" 0.05203 0.13929 0.06376
"27" 0.03344 0.08182 0.01495
"28" 0.04373 0.10714 0.07143
"29" 0.02957 0.08276 0.07523
"30" 0.06172 0.11212 0.04718
"31" 0.02834 0.08571 0.0916
"32" 0.0323 0.08077 0
"33" 0.06149 0.125 0.06813
"34" 0.05052 0.10667 0.10285
"35" 0.03943 0.09333 0.03333
"36" 0.06 0.11176 0.07036
"37" 0.04771 0.10968 0.08692
"38" 0.07276 0.15625 0.0625
"39" 0.01778 0.05769 0.03253
"40" 0.05093 0.10312 0
"41" 0.01929 0.07826 0.03994
"42" 0.04051 0.10345 0.05056
"43" 0.01511 0.04687 0
"44" 0.03066 0.07812 0.02511
"45" 0.05789 0.11667 0.02483
"46" 0.04646 0.11034 0.09106
"47" 0.05181 0.10323 0.06742
"48" 0.07051 0.14516 0.11728
"49" 0.04392 0.10333 0.07304
"50" 0.04125 0.11071 0.0795
