"MaMi" "kNN" "wKNN"
"1" 0.02417 0.02083 0.01498
"2" 0.06211 0.16 0.12
"3" 0.03675 0.06349 0.09524
"4" 0.07393 0.15152 0.13636
"5" 0.08043 0.15 0.05
"6" 0.06602 0.09333 0.04
"7" 0.05095 0.13636 0.15099
"8" 0.05691 0.10606 0.06323
"9" 0.04369 0.14286 0.09524
"10" 0.03837 0.06349 0.07762
"11" 0.06493 0.15873 0.09483
"12" 0.11252 0.20833 0.125
"13" 0.05474 0.16 0.16
"14" 0.03816 0.11667 0.13379
"15" 0.04347 0.11111 0.09789
"16" 0.02764 0.05263 0.03429
"17" 0.07892 0.16667 0.13636
"18" 0.01648 0.05263 0.04269
"19" 0.09659 0.17333 0.12327
"20" 0.03068 0.11667 0.2
"21" 0.05431 0.08 0.06971
"22" 0.03447 0.09804 0.11765
"23" 0.04585 0.13889 0.08333
"24" 0.06547 0.11538 0.08901
"25" 0.05377 0.1 0.12166
"26" 0.06883 0.14493 0.07836
"27" 0.02591 0.07018 0
"28" 0.02721 0.06349 0.02017
"29" 0.02352 0.05556 0.06447
"30" 0.05236 0.10606 0.08569
"31" 0.07469 0.14493 0.14112
"32" 0.08531 0.17391 0.15266
"33" 0.04206 0.09524 0.07768
"34" 0.089 0.14286 0.11417
"35" 0.10092 0.2029 0.17405
"36" 0.04564 0.10256 0.11769
"37" 0.03924 0.13725 0.14981
"38" 0.09875 0.17391 0.1425
"39" 0.08163 0.15686 0.05882
"40" 0.05637 0.12698 0.09522
"41" 0.06862 0.15152 0.07396
"42" 0.0994 0.18182 0.14182
"43" 0.0542 0.12121 0.08063
"44" 0.07686 0.14815 0.13473
"45" 0.02537 0.07843 0.09137
"46" 0.071 0.11111 0.07843
"47" 0.07902 0.15873 0.09524
"48" 0.06818 0.11594 0
"49" 0.04943 0.09091 0.08623
"50" 0.09778 0.16667 0.10124
