"MaMi" "kNN" "wKNN"
"1" 0.01231 0.15172 0.14795
"2" 0.01402 0.17333 0.14962
"3" 0.00919 0.18462 0.15059
"4" 0.01836 0.17241 0.19612
"5" 0.00868 0.17333 0.19787
"6" 0.03501 0.17719 0.16867
"7" 0.02826 0.16471 0.18023
"8" 0.05332 0.28125 0.31486
"9" 0.01001 0.14483 0.12835
"10" 0.02579 0.19889 0.23344
"11" 0.01532 0.17222 0.1576
"12" 0.04645 0.24571 0.22958
"13" 0.09163 0.29231 0.30125
"14" 0.03818 0.27059 0.30673
"15" 0.02823 0.23571 0.26873
"16" 0.01988 0.16364 0.17459
"17" 0.02755 0.2 0.1532
"18" 0.02774 0.21111 0.21988
"19" 0.03721 0.21714 0.25443
"20" 0.01608 0.20645 0.21962
"21" 0.03797 0.26897 0.26526
"22" 0.02631 0.22308 0.2057
"23" 0.05839 0.30323 0.2758
"24" 0.03089 0.18667 0.19848
"25" 0.01413 0.13333 0.11762
"26" 0.03265 0.17419 0.16881
"27" 0.0413 0.22941 0.23992
"28" 0.04071 0.2375 0.23641
"29" 0.00971 0.18 0.2219
"30" 0.01985 0.18065 0.16144
"31" 0.03094 0.232 0.24182
"32" 0.03146 0.25143 0.26695
"33" 0.02546 0.25161 0.26459
"34" 0.016 0.15556 0.19
"35" 0.03029 0.17931 0.17548
"36" 0.05974 0.30625 0.27678
"37" 0.02085 0.19412 0.25798
"38" 0.02492 0.20667 0.21844
"39" 0.05022 0.25 0.26834
"40" 0.0234 0.22 0.23328
"41" 0.04182 0.25882 0.25494
"42" 0.03447 0.2 0.19393
"43" 0.02433 0.17778 0.16943
"44" 0.0426 0.22941 0.21225
"45" 0.02161 0.17857 0.21374
"46" 0.02235 0.20769 0.27098
"47" 0.03881 0.23871 0.24738
"48" 0.0458 0.23529 0.27055
"49" 0.01744 0.18788 0.20817
"50" 0.04678 0.23889 0.28436
