"MaMi" "wMAMI" "diff"
"1" 0.778030303030303 0.763636363636364 0.0143939393939394
"2" 0.892307692307692 0.882051282051282 0.0102564102564102
"3" 0.68452380952381 0.673214285714286 0.0113095238095239
"4" 0.936594202898551 0.936594202898551 0
"5" 0.853468899521531 0.850478468899522 0.00299043062200965
"6" 0.772129186602871 0.774521531100478 -0.00239234449760772
"7" 0.800239234449761 0.813397129186603 -0.0131578947368421
"8" 0.80952380952381 0.786375661375661 0.0231481481481481
"9" 0.741666666666667 0.72202380952381 0.0196428571428572
"10" 0.799641148325359 0.810406698564593 -0.0107655502392344
"11" 0.83452380952381 0.833928571428571 0.000595238095238204
"12" 0.67 0.670625 -0.000624999999999987
"13" 0.816176470588235 0.813725490196078 0.00245098039215685
"14" 0.686887254901961 0.654411764705882 0.0324754901960784
"15" 0.855625 0.854375 0.00124999999999997
"16" 0.814338235294118 0.794117647058824 0.0202205882352942
"17" 0.969806763285024 0.963164251207729 0.00664251207729472
"18" 0.670833333333333 0.670833333333333 -1.11022302462516e-16
"19" 0.901315789473684 0.920454545454545 -0.0191387559808612
"20" 0.838848039215686 0.844975490196078 -0.00612745098039214
"21" 0.868452380952381 0.854166666666667 0.0142857142857143
"22" 0.896446078431373 0.898897058823529 -0.00245098039215685
"23" 0.798913043478261 0.785024154589372 0.0138888888888888
"24" 0.817948717948718 0.819871794871795 -0.00192307692307692
"25" 0.909688995215311 0.902511961722488 0.00717703349282295
"26" 0.923913043478261 0.891908212560386 0.0320048309178743
"27" 0.904166666666667 0.893452380952381 0.0107142857142857
"28" 0.867753623188406 0.855072463768116 0.0126811594202898
"29" 0.689950980392157 0.685049019607843 0.00490196078431371
"30" 0.699275362318841 0.690217391304348 0.00905797101449279
"31" 0.889705882352941 0.909926470588235 -0.0202205882352942
"32" 0.824142156862745 0.825367647058824 -0.00122549019607854
"33" 0.692948717948718 0.681410256410256 0.0115384615384615
"34" 0.754166666666667 0.751785714285714 0.00238095238095237
"35" 0.736714975845411 0.727657004830918 0.00905797101449268
"36" 0.800625 0.794375 0.00624999999999987
"37" 0.898809523809524 0.906547619047619 -0.00773809523809521
"38" 0.923444976076555 0.927631578947368 -0.00418660287081329
"39" 0.6625 0.657738095238095 0.00476190476190474
"40" 0.793452380952381 0.788095238095238 0.00535714285714284
"41" 0.870169082125604 0.875 -0.00483091787439616
"42" 0.818014705882353 0.802083333333333 0.0159313725490197
"43" 0.819444444444444 0.810386473429952 0.00905797101449268
"44" 0.656862745098039 0.661764705882353 -0.00490196078431382
"45" 0.882142857142857 0.873214285714286 0.0089285714285714
"46" 0.811904761904762 0.811904761904762 0
"47" 0.883971291866029 0.880980861244019 0.00299043062200965
"48" 0.716666666666667 0.726190476190476 -0.0095238095238096
"49" 0.780502392344498 0.785287081339713 -0.00478468899521534
"50" 0.652472527472527 0.62293956043956 0.029532967032967
