"MaMi" "kNN" "wKNN"
"1" 0 0 0
"2" 0.00508 0.02381 0.02381
"3" 0.0087 0.04274 0.02564
"4" 0.00616 0.03704 0.02946
"5" 0.00102 0.00725 0.00715
"6" 0.01429 0.02326 0.02326
"7" 0.00165 0.01481 0.02222
"8" 0 0 0
"9" 0.00743 0.03509 0.03434
"10" 0.00521 0.03623 0.02984
"11" 6e-05 0.00775 0
"12" 6e-05 0.00775 0.02326
"13" 0.01429 0.02326 0.02326
"14" 0 0 0
"15" 0.01429 0.02083 0.02083
"16" 0.00565 0.03623 0.0182
"17" 0.00165 0.01626 0.01933
"18" 0.00921 0.02837 0.04255
"19" 0.00108 0.01515 0.01656
"20" 0.00108 0.01449 0.04348
"21" 0.04286 0.06667 0.06667
"22" 0.0207 0.04675 0.0478
"23" 0.00057 0.01418 0.01763
"24" 0 0 0
"25" 6e-05 0.00855 0.02564
"26" 6e-05 0.00794 0.00216
"27" 0.01879 0.04065 0.04878
"28" 0.00108 0.01449 0.017
"29" 0.00057 0.01333 0.01842
"30" 0.00914 0.02273 0.02273
"31" 0.00425 0.03623 0.02174
"32" 0.02279 0.05442 0.0528
"33" 0.0207 0.04878 0.02439
"34" 0 0 0
"35" 0 0 0
"36" 0.04292 0.08772 0.09815
"37" 0.01429 0.01923 0.01923
"38" 0.01486 0.06 0.07216
"39" 0 0 0
"40" 0.0207 0.04167 0.0267
"41" 0.01429 0.01961 0.01961
"42" 0.01429 0.02083 0.02083
"43" 0.00413 0.02837 0.00903
"44" 0.00063 0.02174 0.04348
"45" 0 0 0
"46" 0.00102 0.00794 0.01335
"47" 0.00165 0.0303 0.04262
"48" 0.01029 0.04545 0.05002
"49" 0 0 0
"50" 0.00635 0.01587 0.00506
