"MaMi" "kNN" "wKNN"
"1" 0.21246 0.53793 0.44828
"2" 0.11063 0.40175 0.21053
"3" 0.11792 0.36 0.48
"4" 0.10446 0.35238 0.28571
"5" 0.09189 0.36 0.3
"6" 0.18107 0.4963 0.41637
"7" 0.07001 0.28889 0.24697
"8" 0.13785 0.43333 0.33638
"9" 0.10789 0.36825 0.25857
"10" 0.19305 0.49286 0.42857
"11" 0.10517 0.47059 0.40178
"12" 0.13465 0.4087 0.31091
"13" 0.09927 0.35455 0.28139
"14" 0.17696 0.46429 0.36326
"15" 0.10775 0.39048 0.34305
"16" 0.16251 0.42024 0.2918
"17" 0.14181 0.46957 0.36514
"18" 0.19497 0.46897 0.34483
"19" 0.14286 0.38571 0.32143
"20" 0.16862 0.44744 0.34078
"21" 0.09637 0.37121 0.34192
"22" 0.15392 0.4 0.34041
"23" 0.14848 0.53333 0.47619
"24" 0.10427 0.44444 0.27778
"25" 0.16937 0.43704 0.39299
"26" 0.16347 0.44444 0.42972
"27" 0.13525 0.52632 0.46034
"28" 0.12114 0.4 0.31818
"29" 0.16978 0.42963 0.33919
"30" 0.18825 0.48966 0.24138
"31" 0.19593 0.50222 0.43103
"32" 0.14528 0.39375 0.3125
"33" 0.18827 0.48966 0.43171
"34" 0.17479 0.46923 0.36826
"35" 0.15472 0.42609 0.26087
"36" 0.16272 0.46667 0.39198
"37" 0.16498 0.56364 0.45455
"38" 0.13838 0.384 0.26724
"39" 0.17938 0.46667 0.40825
"40" 0.20617 0.57037 0.50559
"41" 0.10978 0.38 0.31843
"42" 0.14139 0.37011 0.33659
"43" 0.13671 0.34643 0.30509
"44" 0.19374 0.51786 0.44669
"45" 0.10887 0.38947 0.30594
"46" 0.13355 0.45217 0.37865
"47" 0.18583 0.47692 0.40623
"48" 0.12866 0.43636 0.37316
"49" 0.11753 0.35455 0.25983
"50" 0.14126 0.40769 0.33186
