"MaMi" "kNN" "wKNN"
"1" 24.390243902439 31.7073170731707 17.0731707317073
"2" 21.9512195121951 39.0243902439024 56.0975609756098
"3" 9.75609756097561 29.2682926829268 100
"4" 19.5121951219512 21.9512195121951 46.3414634146341
"5" 17.0731707317073 39.0243902439024 92.6829268292683
"6" 41.4634146341463 51.219512195122 14.6341463414634
"7" 34.1463414634146 41.4634146341463 78.0487804878049
"8" 12.1951219512195 26.8292682926829 56.0975609756098
"9" 12.1951219512195 17.0731707317073 75.609756097561
"10" 46.3414634146341 2.4390243902439 75.609756097561
"11" 14.6341463414634 12.1951219512195 39.0243902439024
"12" 34.1463414634146 41.4634146341463 46.3414634146341
"13" 17.0731707317073 31.7073170731707 24.390243902439
"14" 19.5121951219512 19.5121951219512 34.1463414634146
"15" 56.0975609756098 26.8292682926829 63.4146341463415
"16" 7.31707317073171 26.8292682926829 34.1463414634146
"17" 36.5853658536585 39.0243902439024 100
"18" 21.9512195121951 36.5853658536585 75.609756097561
"19" 24.390243902439 19.5121951219512 63.4146341463415
"20" 4.8780487804878 24.390243902439 100
"21" 24.390243902439 4.8780487804878 53.6585365853659
"22" 39.0243902439024 34.1463414634146 100
"23" 9.75609756097561 14.6341463414634 100
"24" 26.8292682926829 21.9512195121951 100
"25" 19.5121951219512 41.4634146341463 100
"26" 21.9512195121951 36.5853658536585 26.8292682926829
"27" 26.8292682926829 29.2682926829268 46.3414634146341
"28" 24.390243902439 21.9512195121951 56.0975609756098
"29" 21.9512195121951 39.0243902439024 51.219512195122
"30" 12.1951219512195 17.0731707317073 34.1463414634146
"31" 4.8780487804878 12.1951219512195 46.3414634146341
"32" 19.5121951219512 31.7073170731707 43.9024390243902
"33" 17.0731707317073 41.4634146341463 100
"34" 34.1463414634146 31.7073170731707 7.31707317073171
"35" 17.0731707317073 36.5853658536585 100
"36" 0 12.1951219512195 9.75609756097561
"37" 4.8780487804878 31.7073170731707 75.609756097561
"38" 41.4634146341463 34.1463414634146 70.7317073170732
"39" 29.2682926829268 14.6341463414634 17.0731707317073
"40" 17.0731707317073 9.75609756097561 75.609756097561
"41" 4.8780487804878 19.5121951219512 100
"42" 9.75609756097561 21.9512195121951 100
"43" 14.6341463414634 36.5853658536585 43.9024390243902
"44" 19.5121951219512 14.6341463414634 43.9024390243902
"45" 21.9512195121951 19.5121951219512 19.5121951219512
"46" 31.7073170731707 19.5121951219512 100
"47" 14.6341463414634 7.31707317073171 31.7073170731707
"48" 14.6341463414634 24.390243902439 58.5365853658537
"49" 31.7073170731707 36.5853658536585 41.4634146341463
"50" 9.75609756097561 17.0731707317073 75.609756097561
