"MaMi" "kNN" "wKNN"
"1" 0.0878048780487805 0.24390243902439 0.24390243902439
"2" 0.0536585365853659 0.121951219512195 0.121951219512195
"3" 0.0585365853658537 0.121951219512195 0.121951219512195
"4" 0.146341463414634 0.195121951219512 0.195121951219512
"5" 0.11219512195122 0.0975609756097561 0.0975609756097561
"6" 0.121951219512195 0.170731707317073 0.170731707317073
"7" 0.0780487804878049 0.121951219512195 0.121951219512195
"8" 0.219512195121951 0.146341463414634 0.146341463414634
"9" 0.0975609756097561 0.146341463414634 0.146341463414634
"10" 0.121951219512195 0.146341463414634 0.146341463414634
"11" 0.102439024390244 0.0975609756097561 0.0975609756097561
"12" 0.0780487804878049 0.0731707317073171 0.0731707317073171
"13" 0.0487804878048781 0.170731707317073 0.170731707317073
"14" 0.0634146341463415 0.0975609756097561 0.0975609756097561
"15" 0.131707317073171 0.170731707317073 0.170731707317073
"16" 0.0292682926829268 0.170731707317073 0.170731707317073
"17" 0.102439024390244 0.0975609756097561 0.0975609756097561
"18" 0.0682926829268292 0.121951219512195 0.121951219512195
"19" 0.0439024390243903 0.048780487804878 0.048780487804878
"20" 0.0926829268292683 0.219512195121951 0.219512195121951
"21" 0.0536585365853658 0.0975609756097561 0.0975609756097561
"22" 0.126829268292683 0.0731707317073171 0.0731707317073171
"23" 0.141463414634146 0.24390243902439 0.24390243902439
"24" 0.0585365853658537 0.219512195121951 0.219512195121951
"25" 0.136585365853659 0.146341463414634 0.146341463414634
"26" 0.0878048780487805 0.0975609756097561 0.0975609756097561
"27" 0.151219512195122 0.170731707317073 0.170731707317073
"28" 0.11219512195122 0.0731707317073171 0.0731707317073171
"29" 0.121951219512195 0.0731707317073171 0.0731707317073171
"30" 0.0536585365853659 0.0975609756097561 0.0975609756097561
"31" 0.11219512195122 0.195121951219512 0.195121951219512
"32" 0.224390243902439 0.0975609756097561 0.0975609756097561
"33" 0.0829268292682927 0.170731707317073 0.170731707317073
"34" 0.107317073170732 0.170731707317073 0.170731707317073
"35" 0.0878048780487805 0.0731707317073171 0.0731707317073171
"36" 0.0926829268292683 0.121951219512195 0.121951219512195
"37" 0.0536585365853658 0.0975609756097561 0.0975609756097561
"38" 0.0878048780487805 0.170731707317073 0.170731707317073
"39" 0.0682926829268293 0.170731707317073 0.170731707317073
"40" 0.204878048780488 0.219512195121951 0.219512195121951
"41" 0.141463414634146 0.121951219512195 0.121951219512195
"42" 0.024390243902439 0.0731707317073171 0.0731707317073171
"43" 0.0682926829268293 0.048780487804878 0.048780487804878
"44" 0.2 0.0975609756097561 0.0975609756097561
"45" 0.0829268292682927 0.146341463414634 0.146341463414634
"46" 0.0536585365853659 0.0975609756097561 0.0975609756097561
"47" 0.0975609756097561 0.0487804878048781 0.0487804878048781
"48" 0.0975609756097561 0.146341463414634 0.146341463414634
"49" 0.0439024390243903 0.121951219512195 0.121951219512195
"50" 0.0731707317073171 0.0975609756097561 0.0975609756097561
