"V1" "V2"
"1" 0.09487 0.3
"2" 0.09903 0.29231
"3" 0.09969 0.27667
"4" 0.10432 0.26429
"5" 0.07151 0.21154
"6" 0.11561 0.33164
"7" 0.0986 0.22581
"8" 0.12933 0.33846
"9" 0.12201 0.328
"10" 0.18759 0.37812
"11" 0.15277 0.30909
"12" 0.16541 0.36452
"13" 0.14913 0.35286
"14" 0.03715 0.16471
"15" 0.11195 0.312
"16" 0.08995 0.25217
"17" 0.10189 0.2652
"18" 0.08677 0.27727
"19" 0.15736 0.32571
"20" 0.07626 0.21034
"21" 0.11379 0.28519
"22" 0.11929 0.31538
"23" 0.06985 0.208
"24" 0.07273 0.21481
"25" 0.0804 0.27391
"26" 0.07018 0.2101
"27" 0.13725 0.29333
"28" 0.11911 0.31786
"29" 0.12483 0.33333
"30" 0.1187 0.325
"31" 0.13945 0.36667
"32" 0.13842 0.31
"33" 0.11285 0.28276
"34" 0.01997 0.1
"35" 0.14062 0.32903
"36" 0.16027 0.3375
"37" 0.13226 0.30345
"38" 0.08944 0.22963
"39" 0.04719 0.18095
"40" 0.10907 0.27586
"41" 0.10026 0.296
"42" 0.08443 0.24
"43" 0.04728 0.17273
"44" 0.09654 0.288
"45" 0.10159 0.31304
"46" 0.1402 0.37917
"47" 0.11852 0.28966
"48" 0.16913 0.35
"49" 0.10952 0.27868
"50" 0.11305 0.25667
"51" 0.0895 0.24
"52" 0.10199 0.292
"53" 0.10594 0.27667
"54" 0.10302 0.28065
"55" 0.10111 0.284
"56" 0.09069 0.27826
"57" 0.11907 0.26667
"58" 0.13664 0.31111
"59" 0.06582 0.19167
"60" 0.10569 0.28846
"61" 0.13107 0.3
"62" 0.08366 0.21429
"63" 0.09188 0.24
"64" 0.09197 0.25769
"65" 0.13469 0.36189
"66" 0.09613 0.29583
"67" 0.13529 0.28788
"68" 0.08166 0.23455
"69" 0.07295 0.255
"70" 0.11819 0.24242
"71" 0.12701 0.27812
"72" 0.10147 0.25926
"73" 0.18031 0.40345
"74" 0.07258 0.1963
"75" 0.03143 0.13636
"76" 0.11286 0.25
"77" 0.15366 0.31429
"78" 0.1179 0.28929
"79" 0.15772 0.31471
"80" 0.10652 0.2771
"81" 0.10372 0.28929
"82" 0.10078 0.25862
"83" 0.09487 0.22857
"84" 0.15299 0.34242
"85" 0.13142 0.30938
"86" 0.10401 0.25
"87" 0.11226 0.28929
"88" 0.11159 0.312
"89" 0.08939 0.24074
"90" 0.10355 0.27778
"91" 0.11195 0.30741
"92" 0.11096 0.27667
"93" 0.14403 0.32258
"94" 0.13292 0.25143
"95" 0.12843 0.31429
"96" 0.11231 0.27778
"97" 0.1385 0.33462
"98" 0.13388 0.32593
"99" 0.09628 0.23125
"100" 0.10487 0.32857
