"V1" "V2"
"1" 0.0711 0.34211
"2" 0.0819 0.41111
"3" 0.09964 0.50625
"4" 0.08449 0.36842
"5" 0.07381 0.42778
"6" 0.07186 0.34737
"7" 0.08046 0.42353
"8" 0.09624 0.43333
"9" 0.06226 0.4
"10" 0.09968 0.42381
"11" 0.07596 0.38333
"12" 0.06283 0.33004
"13" 0.08049 0.35217
"14" 0.04904 0.34375
"15" 0.07084 0.38421
"16" 0.0887 0.40435
"17" 0.1022 0.45556
"18" 0.09688 0.455
"19" 0.08265 0.39474
"20" 0.0788 0.37273
"21" 0.04785 0.31176
"22" 0.06507 0.34697
"23" 0.06726 0.37143
"24" 0.02418 0.25333
"25" 0.06409 0.395
"26" 0.07365 0.4
"27" 0.08244 0.4
"28" 0.09799 0.42294
"29" 0.05858 0.30526
"30" 0.05274 0.32941
"31" 0.0578 0.31053
"32" 0.05573 0.34375
"33" 0.12397 0.41923
"34" 0.0652 0.325
"35" 0.05433 0.34375
"36" 0.04265 0.28824
"37" 0.04103 0.31765
"38" 0.06067 0.36471
"39" 0.07734 0.38947
"40" 0.08508 0.42778
"41" 0.04948 0.315
"42" 0.03228 0.29167
"43" 0.05057 0.3
"44" 0.06351 0.31429
"45" 0.09396 0.41212
"46" 0.08913 0.41905
"47" 0.04608 0.34286
"48" 0.07281 0.37647
"49" 0.06166 0.34545
"50" 0.1086 0.51053
"51" 0.05587 0.35789
"52" 0.06491 0.35955
"53" 0.08564 0.43529
"54" 0.06878 0.37
"55" 0.11319 0.51
"56" 0.0384 0.31538
"57" 0.03491 0.2875
"58" 0.04634 0.30556
"59" 0.06082 0.38889
"60" 0.08151 0.39091
"61" 0.07688 0.38571
"62" 0.06489 0.42778
"63" 0.08309 0.38636
"64" 0.06189 0.34
"65" 0.06987 0.34502
"66" 0.05661 0.34211
"67" 0.06414 0.35
"68" 0.05174 0.32222
"69" 0.06999 0.38
"70" 0.06245 0.35238
"71" 0.06933 0.42667
"72" 0.049 0.31875
"73" 0.0794 0.425
"74" 0.06348 0.38081
"75" 0.07222 0.32397
"76" 0.07826 0.38636
"77" 0.083 0.4381
"78" 0.03731 0.30588
"79" 0.04166 0.3125
"80" 0.05332 0.42143
"81" 0.06243 0.37647
"82" 0.05273 0.32222
"83" 0.05693 0.31667
"84" 0.09234 0.35909
"85" 0.06089 0.35
"86" 0.06795 0.42222
"87" 0.07706 0.35263
"88" 0.07996 0.44385
"89" 0.07582 0.43352
"90" 0.05194 0.31111
"91" 0.07007 0.41765
"92" 0.04549 0.29444
"93" 0.06626 0.41111
"94" 0.09508 0.41429
"95" 0.06083 0.32727
"96" 0.05044 0.35882
"97" 0.15263 0.56
"98" 0.06765 0.355
"99" 0.12584 0.48095
"100" 0.09369 0.41364
