"V1" "V2"
"1" 0.05307 0.136
"2" 0.05292 0.16842
"3" 0.09846 0.22533
"4" 0.06193 0.17143
"5" 0.08125 0.19091
"6" 0.04847 0.13043
"7" 0.04999 0.14286
"8" 0.05686 0.14545
"9" 0.08706 0.17391
"10" 0.04051 0.1
"11" 0.03099 0.1
"12" 0.0663 0.1619
"13" 0.06357 0.136
"14" 0.06338 0.12949
"15" 0.05869 0.12727
"16" 0.0802 0.19091
"17" 0.0791 0.2
"18" 0.04168 0.1
"19" 0.05214 0.13636
"20" 0.06556 0.14783
"21" 0.01889 0.08
"22" 0.08402 0.21111
"23" 0.0617 0.17
"24" 0.10841 0.23333
"25" 0.1534 0.24444
"26" 0.04624 0.12222
"27" 0.11813 0.21739
"28" 0.08168 0.18182
"29" 0.09128 0.18333
"30" 0.08328 0.15833
"31" 0.07598 0.15652
"32" 0.08909 0.14167
"33" 0.11091 0.23571
"34" 0.03602 0.125
"35" 0.0583 0.18182
"36" 0.03621 0.13333
"37" 0.09327 0.23636
"38" 0.04909 0.1619
"39" 0.10486 0.21739
"40" 0.05971 0.17692
"41" 0.10299 0.17931
"42" 0.04238 0.11429
"43" 0.03867 0.14737
"44" 0.04457 0.14
"45" 0.03953 0.14286
"46" 0.1598 0.25714
"47" 0.0832 0.1913
"48" 0.0697 0.25
"49" 0.06494 0.1619
"50" 0.06068 0.15789
"51" 0.05518 0.14286
"52" 0.08304 0.2
"53" 0.04944 0.08462
"54" 0.05198 0.14783
"55" 0.03824 0.1
"56" 0.07102 0.175
"57" 0.05869 0.14545
"58" 0.06443 0.18182
"59" 0.09744 0.21818
"60" 0.10115 0.19167
"61" 0.05631 0.15455
"62" 0.05307 0.11
"63" 0.07512 0.1619
"64" 0.0681 0.14783
"65" 0.03891 0.12
"66" 0.04644 0.11
"67" 0.06462 0.13333
"68" 0.03696 0.13333
"69" 0.03551 0.10476
"70" 0.01557 0.04762
"71" 0.03727 0.09474
"72" 0.03555 0.14286
"73" 0.08484 0.20909
"74" 0.02248 0.09
"75" 0.06654 0.13846
"76" 0.06677 0.17273
"77" 0.08952 0.20909
"78" 0.0542 0.14783
"79" 0.06299 0.15238
"80" 0.06353 0.17
"81" 0.04648 0.14167
"82" 0.07618 0.15652
"83" 0.0466 0.14444
"84" 0.07356 0.16667
"85" 0.0926 0.176
"86" 0.04418 0.13043
"87" 0.10365 0.22963
"88" 0.06228 0.2
"89" 0.06654 0.152
"90" 0.09339 0.2
"91" 0.08546 0.13793
"92" 0.07762 0.168
"93" 0.13112 0.25
"94" 0.13678 0.26957
"95" 0.03996 0.11818
"96" 0.037 0.08571
"97" 0.13463 0.23846
"98" 0.03852 0.1
"99" 0.04714 0.12381
"100" 0.03766 0.14118
