"V1" "V2"
"1" 0.00102 0.0068
"2" 0.01435 0.02963
"3" 0.00108 0.01449
"4" 0.00406 0.01481
"5" 0.00057 0.01587
"6" 0.00114 0.02222
"7" 0.00102 0.00741
"8" 0.00914 0.02083
"9" 0.01587 0.02899
"10" 0.00102 0.00654
"11" 0.016 0.04651
"12" 0.00978 0.04651
"13" 0.00013 0.01667
"14" 0.02203 0.04861
"15" 0.00203 0.01389
"16" 0.00102 0.00725
"17" 0.01435 0.0303
"18" 0.00102 0.0068
"19" 0.00159 0.01307
"20" 0.00108 0.01481
"21" 0.00057 0.01587
"22" 0.00121 0.03175
"23" 0.00013 0.0155
"24" 0.00102 0.00813
"25" 0.00794 0.04065
"26" 0.00406 0.01418
"27" 0.00819 0.04065
"28" 0.00159 0.01587
"29" 6e-05 0.00758
"30" 0.00121 0.02963
"31" 0.01467 0.04082
"32" 0.01429 0.02174
"33" 6e-05 0.00794
"34" 0.00102 0.00926
"35" 0.00648 0.0303
"36" 0.00413 0.02439
"37" 0.0026 0.0155
"38" 6e-05 0.00775
"39" 0.00108 0.01389
"40" 6e-05 0.00741
"41" 0.00921 0.02899
"42" 0.00406 0.01667
"43" 0 0
"44" 0.00102 0.00758
"45" 0.00698 0.04274
"46" 0.00629 0.03788
"47" 0.00413 0.02439
"48" 0.00267 0.02128
"49" 0 0
"50" 0.00114 0.02273
"51" 6e-05 0.00741
"52" 0.01016 0.03101
"53" 0.00038 0.0155
"54" 0.0047 0.03968
"55" 0.01937 0.06504
"56" 0.00102 0.00709
"57" 6e-05 0.00741
"58" 0.00368 0.0303
"59" 0.00159 0.00725
"60" 0.00641 0.03252
"61" 0 0.00741
"62" 6e-05 0.00775
"63" 0.00406 0.0155
"64" 0.00102 0.00741
"65" 0.04006 0.07092
"66" 0.00406 0.01389
"67" 0 0
"68" 6e-05 0.00813
"69" 0.00927 0.03623
"70" 0.00102 0.00758
"71" 0.01486 0.04878
"72" 6e-05 0.00725
"73" 0.02578 0.04861
"74" 0.00108 0.01449
"75" 0 0
"76" 0.01435 0.0303
"77" 6e-05 0.00794
"78" 0.0207 0.04651
"79" 0.00406 0.01626
"80" 0.00921 0.02564
"81" 0.00946 0.03623
"82" 0.00025 0.00709
"83" 0.00102 0.00725
"84" 0.00102 0.00833
"85" 0.04508 0.08844
"86" 0 0
"87" 0.00057 0.00758
"88" 7e-04 0.03175
"89" 0.00508 0.02381
"90" 0.00102 0.00775
"91" 0.00063 0.0155
"92" 0.01886 0.04
"93" 0.00057 0.00758
"94" 0.03371 0.05442
"95" 0.00527 0.05
"96" 0.00114 0.02941
"97" 0.0207 0.04167
"98" 0.00413 0.01887
"99" 0.02222 0.04255
"100" 0.03492 0.06061
