"V1" "V2"
"1" 0.06847 0.17143
"2" 0.01627 0.18182
"3" 0.06915 0.27273
"4" 0.06237 0.28571
"5" 0.03932 0.11765
"6" 0.06034 0.3
"7" 0.07119 0.30556
"8" 0.03797 0.2
"9" 0.01898 0.33333
"10" 0.02983 0.21429
"11" 0.02644 0.1875
"12" 0.07322 0.21951
"13" 0.02237 0.17647
"14" 0.05017 0.25
"15" 0.07932 0.22581
"16" 0.07254 0.32143
"17" 0.04271 0.23333
"18" 0.06373 0.32353
"19" 0.03254 0.25
"20" 0.08678 0.34211
"21" 0.01424 0.11111
"22" 0.10576 0.23077
"23" 0.05763 0.21429
"24" 0.01898 0.14815
"25" 0.03797 0.19355
"26" 0.04203 0.23529
"27" 0.05153 0.27586
"28" 0.01356 0.2069
"29" 0.06373 0.26923
"30" 0.01695 0.21429
"31" 0.02983 0.13793
"32" 0.04949 0.28125
"33" 0.02237 0.23077
"34" 0.03593 0.30769
"35" 0.03186 0.16667
"36" 0.10847 0.33333
"37" 0.06169 0.23529
"38" 0.02983 0.16129
"39" 0.05695 0.20588
"40" 0.04542 0.3
"41" 0.03322 0.14286
"42" 0.04 0.17647
"43" 0.0678 0.33333
"44" 0.09288 0.28571
"45" 0.02305 0.16667
"46" 0.04136 0.21429
"47" 0.01492 0.17857
"48" 0.07525 0.26471
"49" 0.02102 0.12903
"50" 0.05627 0.375
"51" 0.06576 0.33333
"52" 0.03593 0.23529
"53" 0.00881 0.2
"54" 0.04881 0.14706
"55" 0.07932 0.21212
"56" 0.03186 0.22857
"57" 0.07254 0.23529
"58" 0.04136 0.3
"59" 0.01627 0.24138
"60" 0.06983 0.26667
"61" 0.05763 0.3125
"62" 0.01966 0.0303
"63" 0.04678 0.21875
"64" 0.04339 0.14706
"65" 0.02441 0.22222
"66" 0.05559 0.21875
"67" 0.0339 0.21875
"68" 0.08 0.31579
"69" 0.09424 0.29032
"70" 0.07593 0.4375
"71" 0.07661 0.25806
"72" 0.03932 0.12903
"73" 0.11119 0.25806
"74" 0.05695 0.125
"75" 0.05356 0.25
"76" 0.03797 0.17143
"77" 0.07593 0.21875
"78" 0.05017 0.15625
"79" 0.08881 0.32353
"80" 0.09085 0.29032
"81" 0.03729 0.19444
"82" 0.02847 0.1
"83" 0.05966 0.25641
"84" 0.02983 0.26667
"85" 0.08407 0.32432
"86" 0.05627 0.18182
"87" 0.02712 0.21429
"88" 0.02712 0.15625
"89" 0.0461 0.2
"90" 0.04068 0.21875
"91" 0.03864 0.27273
"92" 0.04475 0.27778
"93" 0.06305 0.31429
"94" 0.09017 0.28125
"95" 0.06508 0.21875
"96" 0.0678 0.23529
"97" 0.04203 0.22222
"98" 0.01898 0.20833
"99" 0.04203 0.3125
"100" 0.02983 0.17073
