"V1" "V2"
"1" 0.00129 0.02326
"2" 0 0
"3" 0 0
"4" 0.00243 0.02174
"5" 0.01143 0.03333
"6" 0.01557 0.04651
"7" 0.03 0.07609
"8" 0.00357 0.03947
"9" 0.00129 0.02326
"10" 0.00914 0.02083
"11" 0.007 0.05
"12" 0.01429 0.01923
"13" 0 0
"14" 0 0
"15" 0.00014 0.01351
"16" 0 0
"17" 0.01043 0.04545
"18" 0.00257 0.03409
"19" 0.00143 0.0375
"20" 0.01443 0.03125
"21" 0.00229 0.0102
"22" 0.01429 0.05208
"23" 0.00943 0.04255
"24" 0.005 0.04255
"25" 0.00014 0.01111
"26" 0.00357 0.0119
"27" 0.00914 0.02041
"28" 0.00514 0.02222
"29" 0.01786 0.03571
"30" 0.00157 0.03333
"31" 0.01786 0.0375
"32" 0.018 0.04878
"33" 0 0
"34" 0.00471 0.03571
"35" 0 0
"36" 0 0
"37" 0.00229 0.01111
"38" 0 0
"39" 0.00229 0.01042
"40" 0.01286 0.05319
"41" 0 0
"42" 0.01457 0.04
"43" 0.00229 0.01111
"44" 0.00371 0.02128
"45" 0.00229 0.0122
"46" 0.00471 0.03125
"47" 0.01557 0.04878
"48" 0.00229 0.01136
"49" 0.018 0.05128
"50" 0.018 0.04348
"51" 0.01143 0.03333
"52" 0.00129 0.02222
"53" 0.005 0.03922
"54" 0.00014 0.0102
"55" 0.01671 0.04082
"56" 0.03214 0.05435
"57" 0.00014 0.01163
"58" 0.00229 0.01111
"59" 0.00357 0.00962
"60" 0.01443 0.04054
"61" 0.00357 0.03125
"62" 0.01614 0.06383
"63" 0.00586 0.01852
"64" 0.00243 0.02041
"65" 0.00129 0.025
"66" 0.01671 0.05128
"67" 0 0
"68" 0.00229 0.01163
"69" 0.01157 0.04255
"70" 0.02014 0.03774
"71" 0.00014 0.01087
"72" 0.00243 0.02128
"73" 0.00243 0.02222
"74" 0.01157 0.04167
"75" 0.00229 0.01
"76" 0.00229 0.01064
"77" 0.00129 0.02439
"78" 0.01443 0.03409
"79" 0.01286 0.06383
"80" 0.01143 0.03125
"81" 0.00914 0.02439
"82" 0.00357 0.01064
"83" 0.00357 0.01064
"84" 0 0
"85" 0.00014 0.01064
"86" 0 0
"87" 0.00129 0.0119
"88" 0.03214 0.05102
"89" 0.00229 0.01087
"90" 0 0
"91" 0.00471 0.03488
"92" 0.02857 0.04255
"93" 0.01429 0.02174
"94" 0.00129 0.02273
"95" 0 0
"96" 0.00457 0.02564
"97" 0.00014 0.0098
"98" 0 0
"99" 0.01429 0.02632
"100" 0.01429 0.02041
