"V1" "V2"
"1" 0.08607 0.705
"2" 0.16101 0.75333
"3" 0.14212 0.73167
"4" 0.16481 0.79029
"5" 0.05738 0.7
"6" 0.13493 0.69578
"7" 0.04643 0.61
"8" 0.07329 0.655
"9" 0.06473 0.6325
"10" 0.10461 0.7
"11" 0.10926 0.68364
"12" 0.11538 0.738
"13" 0.08135 0.67333
"14" 0.09799 0.67326
"15" 0.05613 0.61143
"16" 0.10406 0.65833
"17" 0.09937 0.664
"18" 0.13094 0.71167
"19" 0.04104 0.56333
"20" 0.08499 0.63273
"21" 0.13911 0.804
"22" 0.13474 0.67571
"23" 0.10924 0.665
"24" 0.06821 0.655
"25" 0.1105 0.69455
"26" 0.13504 0.66667
"27" 0.02925 0.585
"28" 0.06925 0.69143
"29" 0.19953 0.75733
"30" 0.08298 0.67891
"31" 0.05017 0.59143
"32" 0.08943 0.648
"33" 0.0732 0.6625
"34" 0.05201 0.6
"35" 0.07235 0.6475
"36" 0.10617 0.66364
"37" 0.08972 0.656
"38" 0.13572 0.68031
"39" 0.14647 0.70308
"40" 0.14304 0.69286
"41" 0.10605 0.72889
"42" 0.07698 0.665
"43" 0.1085 0.66
"44" 0.03867 0.57667
"45" 0.08013 0.72571
"46" 0.03857 0.66
"47" 0.1045 0.702
"48" 0.09081 0.652
"49" 0.09431 0.688
"50" 0.15136 0.69857
"51" 0.03793 0.56
"52" 0.03043 0.524
"53" 0.07806 0.65111
"54" 0.1445 0.65733
"55" 0.13401 0.68143
"56" 0.07494 0.614
"57" 0.06293 0.615
"58" 0.06214 0.66857
"59" 0.11983 0.66308
"60" 0.10176 0.7
"61" 0.05447 0.552
"62" 0.0779 0.65778
"63" 0.0989 0.64909
"64" 0.0613 0.59111
"65" 0.08294 0.66444
"66" 0.0285 0.51333
"67" 0.09068 0.65091
"68" 0.10782 0.64495
"69" 0.11115 0.69818
"70" 0.08248 0.71
"71" 0.07162 0.645
"72" 0.08354 0.63
"73" 0.05819 0.6225
"74" 0.07505 0.6725
"75" 0.07603 0.59
"76" 0.08924 0.654
"77" 0.06908 0.64222
"78" 0.07741 0.66667
"79" 0.0733 0.592
"80" 0.10082 0.64833
"81" 0.1112 0.64286
"82" 0.06882 0.60889
"83" 0.07108 0.655
"84" 0.11523 0.69091
"85" 0.13252 0.69569
"86" 0.05012 0.59266
"87" 0.06718 0.67429
"88" 0.09143 0.7525
"89" 0.06581 0.60444
"90" 0.0873 0.68
"91" 0.05963 0.68
"92" 0.10117 0.66
"93" 0.05231 0.65667
"94" 0.1229 0.72364
"95" 0.05907 0.6025
"96" 0.05086 0.58571
"97" 0.16914 0.72933
"98" 0.07954 0.65778
"99" 0.1231 0.69167
"100" 0.04985 0.69804
