"V1" "V2"
"1" 0.016 0.32
"2" 0.03902 0.33333
"3" 0.02987 0.32
"4" 0.01949 0.22857
"5" 0.02884 0.23077
"6" 0.0256 0.25455
"7" 0.01703 0.24444
"8" 0.02437 0.275
"9" 0.0249 0.36667
"10" 0.00652 0.17143
"11" 0.01739 0.34286
"12" 0.01239 0.31429
"13" 0.02092 0.2
"14" 0.03988 0.32
"15" 0.01411 0.21818
"16" 0.04755 0.43636
"17" 0.06088 0.525
"18" 0.01506 0.16
"19" 0.01543 0.2
"20" 0.02183 0.26
"21" 0.02199 0.26667
"22" 0.02384 0.31429
"23" 0.02847 0.25
"24" 0.04082 0.31111
"25" 0.01104 0.22
"26" 0.0272 0.23077
"27" 0.01276 0.25714
"28" 0.01703 0.25714
"29" 0.05301 0.4
"30" 0.04517 0.28333
"31" 0.02297 0.3
"32" 0.00866 0.14545
"33" 0.01485 0.2
"34" 0.00529 0.16
"35" 0.09899 0.49231
"36" 0.01797 0.2
"37" 0.0192 0.33333
"38" 0.02256 0.2
"39" 0.02741 0.35
"40" 0.01284 0.15
"41" 0.01809 0.26
"42" 0.00775 0.13333
"43" 0.00583 0.15
"44" 0.03959 0.31111
"45" 0.05481 0.30769
"46" 0.02051 0.28889
"47" 0.04004 0.4
"48" 0.10503 0.475
"49" 0.01489 0.3
"50" 0.05309 0.48
"51" 0.01846 0.28571
"52" 0.01165 0.16364
"53" 0.0329 0.375
"54" 0.03196 0.4
"55" 0.01411 0.28
"56" 0.02384 0.23636
"57" 0.01374 0.2
"58" 0.02983 0.29091
"59" 0.0087 0.24
"60" 0.01223 0.3
"61" 0.01108 0.2
"62" 0.02129 0.3
"63" 0.02314 0.24
"64" 0.04222 0.36
"65" 0.0297 0.37778
"66" 0.02453 0.26
"67" 0.05616 0.32857
"68" 0.04468 0.28571
"69" 0.03339 0.27692
"70" 0.02055 0.3
"71" 0.03717 0.31667
"72" 0.01017 0.18182
"73" 0.04201 0.36
"74" 0.00595 0.1
"75" 0.04759 0.32857
"76" 0.00652 0.17143
"77" 0.02839 0.25
"78" 0.00591 0.2
"79" 0.02671 0.26667
"80" 0.02679 0.34
"81" 0.01723 0.22222
"82" 0.02646 0.3
"83" 0.05317 0.35
"84" 0.01038 0.2
"85" 0.00185 0.12
"86" 0.02884 0.375
"87" 0.00997 0.15
"88" 0.00517 0.16
"89" 0.01235 0.28
"90" 0.02995 0.31667
"91" 0.02006 0.23636
"92" 0.01793 0.14
"93" 0.00074 0.05714
"94" 0.00985 0.225
"95" 0.04702 0.28571
"96" 0.02273 0.2
"97" 0.03463 0.30909
"98" 0.01953 0.24444
"99" 0.01867 0.22
"100" 0.01904 0.22222
