"V1" "V2"
"1" 0.07024 0.17806
"2" 0.0819 0.20414
"3" 0.06452 0.16118
"4" 0.0512 0.14188
"5" 0.07131 0.18121
"6" 0.05175 0.16276
"7" 0.07169 0.17548
"8" 0.06078 0.16345
"9" 0.04984 0.15714
"10" 0.05973 0.16788
"11" 0.04137 0.145
"12" 0.07012 0.19144
"13" 0.042 0.14
"14" 0.03282 0.12982
"15" 0.05014 0.15265
"16" 0.04638 0.15556
"17" 0.07001 0.186
"18" 0.07221 0.16556
"19" 0.08224 0.19879
"20" 0.03859 0.1271
"21" 0.08055 0.19935
"22" 0.03018 0.11034
"23" 0.03697 0.14519
"24" 0.04373 0.15111
"25" 0.11902 0.24702
"26" 0.04123 0.13327
"27" 0.05713 0.18444
"28" 0.06611 0.15824
"29" 0.06241 0.19
"30" 0.04305 0.14593
"31" 0.05623 0.15935
"32" 0.06808 0.20214
"33" 0.05162 0.14437
"34" 0.0255 0.10966
"35" 0.06981 0.19778
"36" 0.05561 0.17161
"37" 0.0533 0.16953
"38" 0.05949 0.16333
"39" 0.0566 0.16245
"40" 0.04711 0.14867
"41" 0.03954 0.13533
"42" 0.08751 0.21091
"43" 0.03342 0.1256
"44" 0.03909 0.13793
"45" 0.05965 0.17548
"46" 0.03828 0.12897
"47" 0.05236 0.17333
"48" 0.04908 0.16623
"49" 0.06179 0.17806
"50" 0.09114 0.204
"51" 0.04583 0.1648
"52" 0.03529 0.13714
"53" 0.05526 0.16
"54" 0.05421 0.15739
"55" 0.09993 0.19452
"56" 0.04749 0.16467
"57" 0.0482 0.14749
"58" 0.03453 0.12786
"59" 0.03798 0.14414
"60" 0.05626 0.17586
"61" 0.04884 0.16903
"62" 0.04534 0.14467
"63" 0.05652 0.18
"64" 0.06274 0.18214
"65" 0.06211 0.18105
"66" 0.04442 0.1704
"67" 0.04443 0.15181
"68" 0.06845 0.175
"69" 0.05392 0.16562
"70" 0.06165 0.17931
"71" 0.05997 0.16867
"72" 0.04735 0.14786
"73" 0.03707 0.12492
"74" 0.03681 0.13166
"75" 0.03882 0.13724
"76" 0.07493 0.19
"77" 0.05244 0.15386
"78" 0.06049 0.15871
"79" 0.05078 0.16222
"80" 0.06701 0.19467
"81" 0.05227 0.17071
"82" 0.03558 0.14583
"83" 0.04128 0.12891
"84" 0.06427 0.18414
"85" 0.05144 0.1825
"86" 0.03026 0.10618
"87" 0.03914 0.1456
"88" 0.05382 0.15379
"89" 0.04664 0.14
"90" 0.03926 0.16692
"91" 0.07137 0.18166
"92" 0.06462 0.18583
"93" 0.07167 0.17588
"94" 0.06561 0.17294
"95" 0.0556 0.16828
"96" 0.04096 0.13034
"97" 0.09051 0.21333
"98" 0.05307 0.15236
"99" 0.08067 0.18057
"100" 0.04548 0.14
