"MaMi" "kNN"
"1" 0.838631584110743 0.838783051013754
"2" 0.808166969718303 0.802949490621315
"3" 0.844896406480054 0.84514626842172
"4" 0.830691985096833 0.842972120904743
"5" 0.793316028472111 0.791498181589142
"6" 0.828119023336573 0.827754054791864
"7" 0.812800765349741 0.810932873099323
"8" 0.828756695984239 0.830543953439839
"9" 0.760379340491875 0.759842059705608
"10" 0.785913126289631 0.781602962182602
"11" 0.770392962141426 0.770305712747469
"12" 0.804570039157378 0.803755613365315
"13" 0.809330326001007 0.823229952292864
"14" 0.823915173302411 0.824286467371078
"15" 0.769967123732483 0.770724438628128
"16" 0.804737349942739 0.804955109524764
"17" 0.789809667940408 0.790042157953684
"18" 0.80777313493806 0.808333988710276
"19" 0.771303957540397 0.770921903205381
"20" 0.861307633507624 0.860065822830376
"21" 0.809880882550875 0.812800006055308
"22" NA NA
"23" 0.807265893284738 0.802160233936773
"24" 0.813267357641436 0.814912357166408
"25" 0.77435979103598 0.774524410352707
"26" NA NA
"27" 0.802112450209631 0.80218420547946
"28" 0.782984561179658 0.782784246683324
"29" 0.782944410993898 0.788172453864648
"30" 0.809324047812184 0.808575800940529
"31" 0.80496906003355 0.80396285560187
"32" 0.843439431736662 0.842724036783539
"33" 0.815184542849645 0.816102090695774
"34" 0.807001705133087 0.807885130680638
"35" 0.80617414634372 0.806382030230141
"36" 0.830887672996353 0.832544426164546
"37" NA NA
"38" 0.765247143780871 0.765671683251127
"39" 0.795663700522761 0.795806554823294
"40" 0.801585501685818 0.801353437336591
"41" 0.81748550952334 0.818368593680503
"42" 0.813648018144409 0.813645109235017
"43" 0.805320217354499 0.80636035045895
"44" 0.778740345571323 0.779322877384107
"45" 0.825451159653645 0.823317914771497
"46" 0.830753088753697 0.832604641043128
"47" 0.806062246492372 0.80444548750215
"48" 0.827319542337982 0.827725868265141
"49" 0.812488708649066 0.81262057115838
"50" 0.819503345589883 0.820440043560193
"51" 0.748467452784287 0.758554982616798
"52" 0.795589227685389 0.796703555908487
"53" 0.864378986295659 0.863797633665578
"54" 0.791056422780353 0.791399363451653
"55" 0.855678713078726 0.855781227618612
"56" 0.757516060761143 0.755429277589481
"57" 0.772329892069334 0.772471754523642
"58" 0.780948261026401 0.781278164329586
"59" 0.870496983037132 0.86993970435577
"60" 0.792727158392047 0.7920225444973
"61" 0.766161432301679 0.76666312940239
"62" 0.765775158916438 0.764690068377864
"63" 0.820454277918522 0.819771193106386
"64" 0.830354529154413 0.850240362246037
"65" 0.830430661608436 0.829791100942895
"66" 0.821660696424396 0.822280874244836
"67" 0.804468975093868 0.813150407205145
"68" 0.802651619672254 0.802315982447797
"69" 0.812394411678715 0.81221344275695
"70" 0.745653593594459 0.744527840031812
"71" 0.805581457272802 0.804553916468981
"72" 0.773661386463646 0.775983594314655
"73" 0.783082320111178 0.784043919470121
"74" 0.800237844633169 0.800350853255774
"75" 0.802549119712862 0.80223921887756
"76" 0.816083363458008 0.816439213031088
"77" 0.812551546186427 0.812278435499801
"78" 0.802413017570027 0.801748078922887
"79" 0.781585527312109 0.780220589772711
"80" 0.782614641806795 0.77916699004276
"81" 0.757470556763459 0.764632469100419
"82" 0.80259214045861 0.803141621061985
"83" 0.79113615003961 0.790225480950927
"84" 0.82542512036864 0.824732678351552
"85" 0.838103677840675 0.839480532737624
"86" 0.783201400764824 0.783124876440913
"87" 0.796035577836746 0.795416432378349
"88" 0.790279099267887 0.790369498626004
"89" 0.811520643884346 0.815450230200975
"90" 0.75954731910298 0.758368638489276
"91" 0.783576726650821 0.781621671529847
"92" 0.766421362407958 0.766170522545033
"93" 0.78034791771147 0.779724412263972
"94" 0.807690960290502 0.807808026967374
"95" 0.827487612987675 0.827641136509308
"96" 0.820472869893693 0.820964665557162
"97" 0.812212008507141 0.811181328942136
"98" 0.812739624645464 0.813500969603314
"99" 0.753431012290698 0.750962425385285
"100" 0.780409655415904 0.783661343365694
