"V1" "V2"
"1" 0.06077 0.08929
"2" 0.09615 0.10294
"3" 0.06103 0.06452
"4" 0.05744 0.07143
"5" 0.04744 0.09615
"6" 0.05205 0.08333
"7" 0.04154 0.03448
"8" 0.03538 0.05172
"9" 0.07974 0.11667
"10" 0.03308 0.03846
"11" 0.05231 0.04688
"12" 0.03923 0.04688
"13" 0.04 0.05
"14" 0.04615 0.05556
"15" 0.10026 0.16129
"16" 0.04641 0.08333
"17" 0.03872 0.04
"18" 0.08231 0.1129
"19" 0.03487 0.05357
"20" 0.04487 0.06897
"21" 0.06154 0.06061
"22" 0.09487 0.13333
"23" 0.00256 0
"24" 0.0541 0.08333
"25" 0.04179 0.04839
"26" 0.05974 0.08333
"27" 0.03462 0.04545
"28" 0.04487 0.05769
"29" 0.09077 0.125
"30" 0.01949 0.03704
"31" 0.04333 0.05556
"32" 0.05 0.0625
"33" 0.06077 0.07143
"34" 0.06205 0.09375
"35" 0.05692 0.06061
"36" 0.02487 0.06667
"37" 0.0141 0
"38" 0.05974 0.08333
"39" 0.05692 0.05357
"40" 0.08487 0.04412
"41" 0.05 0.08
"42" 0.07256 0.08929
"43" 0.06615 0.08929
"44" 0.04846 0.06667
"45" 0.05718 0.09615
"46" 0.06462 0.07692
"47" 0.0959 0.10345
"48" 0.08077 0.08333
"49" 0.07179 0.10345
"50" 0.0059 0
"51" 0.02462 0.03333
"52" 0.07179 0.07812
"53" 0.11385 0.13235
"54" 0.02282 0.03571
"55" 0.02333 0.04
"56" 0.04256 0.06
"57" 0.09333 0.1
"58" 0.07128 0.11111
"59" 0.05 0.08333
"60" 0.04923 0.06061
"61" 0.03051 0.05357
"62" 0.09179 0.125
"63" 0.05154 0.06452
"64" 0.00205 0
"65" 0.05436 0.07407
"66" 0.04436 0.04167
"67" 0.04872 0.06897
"68" 0.05256 0.04545
"69" 0.02231 0.05357
"70" 0.02846 0.01923
"71" 0.10487 0.10606
"72" 0.05744 0.06897
"73" 0.03154 0.01667
"74" 0.08564 0.10714
"75" 0.02231 0.01562
"76" 0.03923 0.04839
"77" 0.05744 0.08065
"78" 0.08974 0.12903
"79" 0.04692 0.07812
"80" 0.01692 0.01786
"81" 0.06308 0.08065
"82" 0.03282 0.03571
"83" 0.11513 0.12903
"84" 0.04667 0.0625
"85" 0.03615 0.05357
"86" 0.03487 0.05172
"87" 0.09205 0.06452
"88" 0.0641 0.09259
"89" 0.02256 0.05556
"90" 0.07462 0.125
"91" 0.08641 0.11111
"92" 0.06821 0.06452
"93" 0.07256 0.07812
"94" 0.07462 0.06667
"95" 0.05231 0.06452
"96" 0.04 0.04688
"97" 0.05513 0.06
"98" 0.03692 0.04688
"99" 0.0459 0.04839
"100" 0.06692 0.07143
