"V1" "V2"
"1" 0.15729 0.25
"2" 0.12339 0.17857
"3" 0.20814 0.35484
"4" 0.11797 0.26923
"5" 0.13085 0.23077
"6" 0.16 0.34615
"7" 0.06915 0.14815
"8" 0.16339 0.32143
"9" 0.15322 0.2963
"10" 0.14373 0.29167
"11" 0.11593 0.22222
"12" 0.11051 0.15625
"13" 0.17153 0.30769
"14" 0.1478 0.2963
"15" 0.10508 0.17857
"16" 0.16271 0.42308
"17" 0.18915 0.34615
"18" 0.19458 0.29032
"19" 0.08949 0.14286
"20" 0.1078 0.27273
"21" 0.10915 0.15385
"22" 0.21424 0.27027
"23" 0.14847 0.23333
"24" 0.16475 0.32143
"25" 0.14441 0.2963
"26" 0.13153 0.25926
"27" 0.1078 0.25
"28" 0.19458 0.37037
"29" 0.06373 0.08
"30" 0.12136 0.19231
"31" 0.07119 0.17391
"32" 0.13288 0.24138
"33" 0.15661 0.28
"34" 0.12203 0.20833
"35" 0.07729 0.19048
"36" 0.22373 0.34483
"37" 0.18644 0.35714
"38" 0.09831 0.17241
"39" 0.10508 0.2069
"40" 0.14169 0.26923
"41" 0.09966 0.2
"42" 0.16203 0.23529
"43" 0.09153 0.11111
"44" 0.16407 0.34483
"45" 0.2278 0.42857
"46" 0.16542 0.34483
"47" 0.10847 0.17241
"48" 0.14441 0.28
"49" 0.16475 0.27586
"50" 0.11864 0.25
"51" 0.08339 0.19231
"52" 0.15186 0.21875
"53" 0.08068 0.16
"54" 0.2061 0.36667
"55" 0.07458 0.14815
"56" 0.09627 0.17391
"57" 0.12814 0.26923
"58" 0.13288 0.29167
"59" 0.11932 0.17857
"60" 0.13085 0.36842
"61" 0.21492 0.28571
"62" 0.16339 0.32143
"63" 0.12203 0.16129
"64" 0.18983 0.35714
"65" 0.07864 0.12
"66" 0.10102 0.15385
"67" 0.10034 0.26087
"68" 0.19593 0.30303
"69" 0.11525 0.21429
"70" 0.09966 0.2381
"71" 0.13288 0.2069
"72" 0.15051 0.28
"73" 0.14373 0.27586
"74" 0.12271 0.19231
"75" 0.14441 0.19355
"76" 0.07661 0.1
"77" 0.12746 0.25926
"78" 0.09085 0.14286
"79" 0.13424 0.28
"80" 0.13356 0.36364
"81" 0.1539 0.34783
"82" 0.12881 0.29167
"83" 0.14305 0.18182
"84" 0.14441 0.24138
"85" 0.0861 0.20833
"86" 0.12678 0.23333
"87" 0.13559 0.28
"88" 0.14237 0.24138
"89" 0.06508 0.13636
"90" 0.19119 0.33333
"91" 0.16814 0.34783
"92" 0.08678 0.10345
"93" 0.12542 0.19355
"94" 0.13356 0.23333
"95" 0.12746 0.28
"96" 0.16542 0.33333
"97" 0.11661 0.25
"98" 0.18847 0.30303
"99" 0.10305 0.12903
"100" 0.07322 0.07143
