"MaMi" "kNN"
"1" 1 1
"2" 0.992063492063492 0.992063492063492
"3" 0.998316498316498 0.998316498316498
"4" 0.994871794871795 0.994871794871795
"5" 0.996212121212121 0.996212121212121
"6" 1 1
"7" 0.995833333333333 0.995833333333333
"8" 0.998015873015873 0.99738455988456
"9" 0.992283950617284 0.996913580246913
"10" 1 1
"11" 0.959280303030303 0.959280303030303
"12" 0.998015873015873 0.998015873015873
"13" 0.998737373737374 0.998737373737374
"14" 1 1
"15" 0.997222222222222 0.997222222222222
"16" 1 1
"17" 0.996296296296296 0.996296296296296
"18" 0.997435897435897 0.997435897435897
"19" 0.987037037037037 0.987037037037037
"20" 1 0.998148148148148
"21" 0.993827160493827 0.993827160493827
"22" 1 1
"23" 0.995833333333333 0.995833333333333
"24" 0.972435897435897 0.972435897435897
"25" 1 1
"26" 1 1
"27" 1 1
"28" 0.990123456790123 0.990123456790123
"29" 0.953282828282828 0.953282828282828
"30" 0.991735537190083 0.991735537190083
"31" 1 1
"32" 0.964285714285714 0.964285714285714
"33" 0.998148148148148 0.998148148148148
"34" 0.999158249158249 1
"35" 1 1
"36" 1 1
"37" 0.993686868686869 0.993686868686869
"38" 0.997863247863248 0.997863247863248
"39" 0.994318181818182 0.994318181818182
"40" 0.996212121212121 0.996212121212121
"41" 1 1
"42" 0.993589743589744 0.951923076923077
"43" 1 1
"44" 0.993055555555555 0.993055555555555
"45" 0.998106060606061 0.998106060606061
"46" 0.972222222222222 0.972222222222222
"47" 0.955729166666667 0.955729166666667
"48" 0.974537037037037 0.966435185185185
"49" 0.998316498316498 0.998316498316498
"50" 0.995670995670996 0.995670995670996
"51" 0.94469696969697 0.94469696969697
"52" 0.990909090909091 0.992424242424242
"53" 1 1
"54" 1 1
"55" 1 1
"56" 0.990740740740741 0.988888888888889
"57" 1 1
"58" 0.990277777777778 0.990277777777778
"59" 0.98125 0.98125
"60" 1 1
"61" 1 1
"62" 1 1
"63" 1 1
"64" 0.997685185185185 0.997685185185185
"65" 0.996212121212121 0.996212121212121
"66" 0.989197530864197 0.990740740740741
"67" 0.957142857142857 0.957142857142857
"68" 0.994871794871795 0.994871794871795
"69" 0.996031746031746 0.996031746031746
"70" 0.986263736263736 0.986263736263736
"71" 0.995337995337995 0.995337995337995
"72" 1 1
"73" 0.998316498316498 0.998316498316498
"74" 0.96900826446281 0.96900826446281
"75" 1 1
"76" 0.997835497835498 0.997835497835498
"77" 0.968518518518518 0.968518518518518
"78" 0.978571428571429 0.978571428571429
"79" 0.971969696969697 0.971969696969697
"80" 1 1
"81" 0.998511904761905 0.998511904761905
"82" 0.984848484848485 0.984848484848485
"83" 0.995884773662551 0.995884773662551
"84" 0.997150997150997 0.997150997150997
"85" 0.965811965811966 0.965811965811966
"86" 0.972222222222222 0.972222222222222
"87" 0.990740740740741 0.990740740740741
"88" 0.972222222222222 0.972222222222222
"89" 0.990842490842491 0.990842490842491
"90" 0.973776223776224 0.973776223776224
"91" 0.993506493506493 0.993506493506493
"92" 1 1
"93" 0.982142857142857 0.982142857142857
"94" 1 1
"95" 1 1
"96" 0.993827160493827 0.993827160493827
"97" 0.979344729344729 0.979344729344729
"98" 0.992592592592593 0.994444444444444
"99" 0.998316498316498 0.998316498316498
"100" 0.980442176870748 0.980442176870748
