"MaMi_k1" "MaMi_k10" "MaMi_k50" "MaMi_k100" "kNN" "wKNN"
"1" 0.657000000006519 0.652000000001863 0.661000000007334 0.676000000006752 0.31600000000617 0.313999999998487
"2" 0.786999999996624 0.698999999993248 0.702999999994063 0.739999999990687 0.497000000003027 0.679999999993015
"3" 1.12200000000303 1.27099999999336 0.804999999993015 0.987999999997555 0.461999999999534 0.605999999999767
"4" 0.69199999999546 1.0109999999986 0.701999999990221 1.05999999999767 0.485000000000582 0.600999999995111
"5" 0.658999999999651 0.930000000007567 0.673999999999069 0.956999999994878 0.454000000012456 0.591000000000349
"6" 0.654999999998836 0.927999999999884 0.664999999993597 0.955999999991036 0.455000000001746 0.603000000002794
"7" 0.670999999987544 0.985000000000582 0.714999999996508 0.965000000011059 0.336999999999534 0.606999999989057
"8" 0.643000000010943 0.934999999997672 0.667000000001281 0.952999999994063 0.461999999999534 0.591000000000349
"9" 0.642999999996391 0.922999999995227 0.668000000005122 0.950000000011642 0.327999999994063 0.591000000000349
"10" 0.644000000000233 0.918000000005122 0.667000000001281 0.964000000007218 0.327000000004773 0.595999999990454
