"MaMi_k1" "MaMi_k10" "MaMi_k50" "MaMi_k100" "kNN" "wKNN"
"1" 4.81199999991804 4.82099999999627 4.90500000002794 5.00099999993108 1.08499999996275 1.07499999995343
"2" 4.83499999996275 4.85800000000745 4.91099999996368 4.99499999999534 1.06599999999162 1.07999999995809
"3" 4.79799999995157 4.82600000000093 4.90300000004936 4.98300000000745 1.06599999999162 1.06999999994878
"4" 4.81200000003446 4.8169999999227 4.91399999998976 4.9660000000149 1.05900000000838 1.06400000001304
"5" 4.8169999999227 4.82799999997951 4.92700000002515 5.01699999999255 1.07699999993201 1.08499999996275
"6" 4.82799999997951 4.83400000003166 4.92099999997299 5.02500000002328 1.08600000001024 1.13500000000931
"7" 5.05099999997765 4.89199999999255 4.94799999997485 5.04200000001583 1.09899999992922 1.07900000002701
"8" 4.86300000001211 5.12199999997392 4.97100000001956 5.04700000002049 1.09399999992456 1.08799999998882
"9" 4.8420000000624 4.89100000006147 4.94499999994878 5 1.08100000000559 1.07600000000093
"10" 4.79400000011083 4.72100000001956 5.03200000000652 4.9989999999525 1.07800000009593 1.09000000008382
"11" 4.87199999997392 4.87699999997858 4.95400000002701 5.04799999995157 1.20200000004843 1.08100000000559
"12" 4.81599999999162 4.82600000000093 4.91299999994226 5.03799999994226 1.10999999998603 1.09499999997206
"13" 4.80799999996088 4.86599999992177 4.91500000003725 5.04599999997299 1.07200000004377 1.06999999994878
"14" 4.81000000005588 4.86600000003818 4.96899999992456 5.02600000007078 1.06499999994412 1.08799999998882
"15" 4.82299999997485 4.82799999997951 4.95299999997951 5.02599999995437 1.07100000011269 1.0679999999702
"16" 4.82099999999627 4.8410000000149 4.91999999992549 5.15099999995437 1.07099999999627 1.06099999998696
"17" 4.87900000007357 4.8739999999525 4.95100000000093 5.04799999995157 1.10000000009313 1.08400000003166
"18" 4.83600000001024 4.84299999999348 5.07499999995343 5.31300000008196 1.08700000005774 1.06200000003446
"19" 4.87699999997858 4.90399999998044 4.95200000004843 5.03600000008009 1.08799999998882 1.09399999992456
"20" 4.8190000000177 4.84400000004098 4.91300000005867 5.0339999999851 1.0679999999702 1.07199999992736
"21" 4.79099999996834 4.82699999993201 4.90800000005402 5.11099999991711 1.07600000000093 1.06400000001304
"22" 4.85600000002887 4.84499999997206 5.00400000007357 5.03899999998976 1.07200000004377 1.08499999996275
"23" 4.85799999989104 4.77800000004936 4.93599999998696 5.10900000005495 1.06700000003912 1.06500000006054
"24" 4.82400000002235 4.88400000007823 4.9660000000149 5.02500000002328 1.06599999999162 1.07999999995809
"25" 4.89999999990687 5.09799999999814 5.07999999995809 5.03599999996368 1.08000000007451 1.07799999997951
"26" 4.82000000006519 4.87699999997858 4.94700000004377 5.26500000001397 1.10399999993388 1.08200000005309
"27" 4.88899999996647 4.9100000000326 4.98499999998603 5.12199999997392 1.17299999995157 1.12699999997858
"28" 4.86199999996461 4.8859999999404 4.95400000002701 5.02000000001863 1.07900000002701 1.07999999995809
"29" 4.88100000005215 4.86499999999069 4.94900000002235 5.15399999998044 1.08700000005774 1.07200000004377
"30" 4.70100000000093 4.8509999999078 5.06000000005588 5.0570000000298 1.09399999992456 1.07400000002235
