"MaMi_k1" "MaMi_k10" "MaMi_k50" "MaMi_k100" "kNN" "wKNN"
"1" 0.034999999916181 0.0350000000325963 0.0350000000325963 0.0350000000325963 0.0109999999403954 0.0090000000782311
"2" 0.0360000000800937 0.0359999999636784 0.0370000000111759 0.0370000000111759 0.0109999999403954 0.00899999996181577
"3" 0.0369999998947605 0.0370000000111759 0.0359999999636784 0.0360000000800937 0.0109999999403954 0.00899999996181577
"4" 0.0370000000111759 0.0350000000325963 0.0359999999636784 0.0359999999636784 0.0100000000093132 0.00899999996181577
"5" 0.0360000000800937 0.0350000000325963 0.0359999999636784 0.0369999998947605 0.0109999999403954 0.00899999996181577
"6" 0.0370000000111759 0.0370000000111759 0.0359999999636784 0.0359999999636784 0.0099999998928979 0.0090000000782311
"7" 0.0359999999636784 0.0370000000111759 0.0360000000800937 0.0360000000800937 0.0100000000093132 0.00899999996181577
"8" 0.0359999999636784 0.0359999999636784 0.0360000000800937 0.0359999999636784 0.0110000000568107 0.00899999996181577
"9" 0.0350000000325963 0.0370000000111759 0.0350000000325963 0.0359999999636784 0.0100000000093132 0.00899999996181577
"10" 0.0370000000111759 0.0359999999636784 0.0360000000800937 0.0370000000111759 0.0109999999403954 0.0090000000782311
"11" 0.0370000000111759 0.0370000000111759 0.0359999999636784 0.0350000000325963 0.0109999999403954 0.00899999996181577
"12" 0.0359999999636784 0.034999999916181 0.0359999999636784 0.0370000000111759 0.0110000000568107 0.0100000000093132
"13" 0.0360000000800937 0.0359999999636784 0.0359999999636784 0.0369999998947605 0.0110000000568107 0.00899999996181577
"14" 0.0359999999636784 0.0360000000800937 0.0359999999636784 0.0359999999636784 0.0100000000093132 0.00800000003073364
"15" 0.0359999999636784 0.0359999999636784 0.0359999999636784 0.0360000000800937 0.0100000000093132 0.0090000000782311
"16" 0.0359999999636784 0.0350000000325963 0.0360000000800937 0.0370000000111759 0.0100000000093132 0.0090000000782311
"17" 0.0360000000800937 0.0370000000111759 0.0350000000325963 0.0360000000800937 0.0110000000568107 0.00899999996181577
"18" 0.0369999998947605 0.0359999999636784 0.0359999999636784 0.0359999999636784 0.0109999999403954 0.0090000000782311
"19" 0.0360000000800937 0.0350000000325963 0.0459999999729916 0.0399999999208376 0.0110000000568107 0.0109999999403954
"20" 0.0360000000800937 0.0370000000111759 0.0420000000158325 0.0370000000111759 0.0110000000568107 0.0100000000093132
"21" 0.0360000000800937 0.0359999999636784 0.0370000000111759 0.0360000000800937 0.0109999999403954 0.0100000000093132
"22" 0.0370000000111759 0.0360000000800937 0.0410000000847504 0.0360000000800937 0.0100000000093132 0.00799999991431832
"23" 0.0359999999636784 0.0350000000325963 0.0359999999636784 0.0380000000586733 0.0109999999403954 0.0090000000782311
"24" 0.0359999999636784 0.0350000000325963 0.0360000000800937 0.0350000000325963 0.0100000000093132 0.0090000000782311
"25" 0.0360000000800937 0.0359999999636784 0.0360000000800937 0.0360000000800937 0.0109999999403954 0.00899999996181577
"26" 0.0350000000325963 0.034999999916181 0.0369999998947605 0.0359999999636784 0.0110000000568107 0.00800000003073364
"27" 0.0359999999636784 0.0370000000111759 0.0389999999897555 0.0360000000800937 0.0110000000568107 0.00899999996181577
"28" 0.0359999999636784 0.0369999998947605 0.0359999999636784 0.0359999999636784 0.0109999999403954 0.0090000000782311
"29" 0.0350000000325963 0.0360000000800937 0.0360000000800937 0.0420000000158325 0.0100000000093132 0.00899999996181577
"30" 0.0360000000800937 0.0359999999636784 0.0359999999636784 0.0359999999636784 0.0100000000093132 0.00899999996181577
