"MaMi" "kNN" "wKNN"
"1" 0.829606842737095 0.832482993197279 0.839135654261705
"2" 0.891506602641056 0.882452981192477 0.891606642657063
"3" 0.85906862745098 0.846588635454182 0.83328331332533
"4" 0.914567442794059 0.907968687274187 0.896326776395022
"5" 0.859435943594359 0.85953595359536 0.863136313631363
"6" 0.85471924732259 0.845611049944951 0.840506455810229
"7" 0.874656698199573 0.869087580103753 0.872749465974977
"8" 0.862727272727273 0.865707070707071 0.86959595959596
"9" 0.852213541666667 0.838842147435897 0.837940705128205
"10" 0.874108129836197 0.852678122801728 0.857300773791579
"11" 0.878812881288129 0.885388538853885 0.885788578857886
"12" 0.885438596491228 0.884761904761905 0.878395989974937
"13" 0.851766358892011 0.857386591730229 0.851766358892011
"14" 0.88661858974359 0.882211538461538 0.867037259615385
"15" 0.877762776277628 0.867986798679868 0.861286128612861
"16" 0.872134921429286 0.854769292363127 0.852066860174157
"17" 0.859335933593359 0.859235923592359 0.843334333433343
"18" 0.858323317307692 0.85546875 0.857672275641026
"19" 0.860683373590982 0.857739533011272 0.852254428341385
"20" 0.854016606642657 0.83313325330132 0.824329731892757
"21" 0.858643457382953 0.856642657062825 0.863345338135254
"22" 0.901378446115288 0.898446115288221 0.897243107769424
"23" 0.8624 0.8711 0.87705
"24" 0.909958798110743 0.898402170636117 0.884031755602452
"25" 0.865211521152115 0.862486248624863 0.8000800080008
"26" 0.890526315789474 0.888421052631579 0.778947368421053
"27" 0.879564642457532 0.880886990133252 0.880429254399349
"28" 0.855406367612654 0.859424270165802 0.861153494049435
"29" 0.871475 0.8733 0.8813
"30" 0.806302689682858 0.81006623845845 0.826776395022079
