"MaMi_k1" "MaMi_k10" "MaMi_k50" "MaMi_k100" "kNN" "wKNN"
"1" 2.84900000000198 2.49400000000605 2.40399999999499 2.64500000000407 1.28299999999581 1.52700000000186
"2" 2.47400000000198 2.49699999998847 2.34100000000035 2.65200000000186 1.27700000000186 1.51699999999255
"3" 2.34299999999348 2.58099999999104 2.5170000000071 2.37399999999616 1.51799999999639 1.27199999999721
"4" 2.61199999999371 2.3579999999929 2.59200000000419 2.53600000000733 1.26400000001013 1.51300000000629
"5" 2.46700000000419 2.34799999999814 2.60899999999674 2.41599999999744 1.52199999999721 1.41099999999278
"6" 2.45700000000943 2.33999999999651 2.60899999999674 2.71500000001106 1.54899999999907 1.42000000001281
"7" 2.36699999999837 2.60000000000582 2.74099999999453 2.58399999998801 1.53700000001118 1.4320000000007
"8" 2.36199999999371 2.57700000000477 2.50699999999779 2.5679999999993 1.28599999999278 1.74000000000524
"9" 2.3689999999915 2.60099999999511 2.42600000000675 2.66200000001118 1.41400000000431 1.29300000000512
"10" 2.82000000000698 2.38499999999476 2.62699999999313 2.63899999999558 1.59599999999045 1.46800000000803
