"MaMi_k1" "MaMi_k10" "MaMi_k50" "MaMi_k100" "kNN" "wKNN"
"1" 0.11600000000908 0.118000000002212 0.123999999996158 0.130999999993946 0.05899999999383 0.0599999999976717
"2" 0.11699999999837 0.120999999999185 0.125 0.129000000000815 0.0599999999976717 0.0590000000083819
"3" 0.135000000009313 0.119999999995343 0.125 0.129000000000815 0.0610000000015134 0.0599999999976717
"4" 0.118000000002212 0.120999999999185 0.129000000000815 0.130000000004657 0.0599999999976717 0.0610000000015134
"5" 0.118000000002212 0.12400000001071 0.127000000007683 0.130999999993946 0.0599999999976717 0.0610000000015134
"6" 0.118000000002212 0.120000000009895 0.125 0.130999999993946 0.0599999999976717 0.05899999999383
"7" 0.118999999991502 0.119999999995343 0.127000000007683 0.130000000004657 0.0620000000053551 0.05899999999383
"8" 0.119000000006054 0.120999999999185 0.125 0.129999999990105 0.0620000000053551 0.0610000000015134
"9" 0.11699999999837 0.119999999995343 0.126000000003842 0.129999999990105 0.0599999999976717 0.0599999999976717
"10" 0.119000000006054 0.123999999996158 0.126000000003842 0.134000000005472 0.0600000000122236 0.0599999999976717
