"MaMi_k1" "MaMi_k10" "MaMi_k50" "MaMi_k100" "kNN" "wKNN"
"1" 0.0929999999934807 0.0969999999506399 0.103000000002794 0.106000000028871 0.0359999999636784 0.0350000000325963
"2" 0.0929999999934807 0.0970000000670552 0.101000000024214 0.106000000028871 0.0350000000325963 0.034999999916181
"3" 0.0940000000409782 0.0960000000195578 0.102000000071712 0.105999999912456 0.0350000000325963 0.0339999999850988
"4" 0.0950000000884756 0.0969999999506399 0.101000000024214 0.107000000076368 0.0370000000111759 0.0359999999636784
"5" 0.0939999999245629 0.0970000000670552 0.100999999907799 0.108999999938533 0.037999999942258 0.034999999916181
"6" 0.0940000000409782 0.0960000000195578 0.0999999999767169 0.108000000007451 0.0350000000325963 0.0339999999850988
"7" 0.0940000000409782 0.0950000000884756 0.0990000000456348 0.104999999981374 0.034999999916181 0.0350000000325963
"8" 0.0949999999720603 0.0949999999720603 0.0999999999767169 0.106000000028871 0.034999999916181 0.0350000000325963
"9" 0.0940000000409782 0.0949999999720603 0.101000000024214 0.106999999959953 0.0350000000325963 0.0339999999850988
"10" 0.0920000000623986 0.0950000000884756 0.102000000071712 0.112000000081025 0.0340000001015142 0.0350000000325963
"11" 0.0929999999934807 0.0949999999720603 0.0999999999767169 0.106999999959953 0.0350000000325963 0.0339999999850988
"12" 0.0929999999934807 0.0949999999720603 0.0999999999767169 0.108000000007451 0.0339999999850988 0.0339999999850988
"13" 0.0929999999934807 0.0960000000195578 0.101000000024214 0.104999999981374 0.0370000000111759 0.0350000000325963
"14" 0.0920000000623986 0.0969999999506399 0.100999999907799 0.104999999981374 0.034999999916181 0.0350000000325963
"15" 0.0930000001098961 0.0979999999981374 0.0999999999767169 0.105000000097789 0.0350000000325963 0.0340000001015142
"16" 0.0929999999934807 0.0939999999245629 0.0999999999767169 0.106999999959953 0.0350000000325963 0.034999999916181
"17" 0.0950000000884756 0.0949999999720603 0.101999999955297 0.108000000007451 0.0339999999850988 0.0350000000325963
"18" 0.0940000000409782 0.0960000000195578 0.0990000000456348 0.108000000007451 0.0350000000325963 0.0339999999850988
"19" 0.0960000000195578 0.0949999999720603 0.104000000050291 0.105999999912456 0.0350000000325963 0.0350000000325963
"20" 0.0929999999934807 0.0949999999720603 0.100000000093132 0.103999999933876 0.0350000000325963 0.0360000000800937
"21" 0.0929999999934807 0.0960000000195578 0.106000000028871 0.105999999912456 0.0350000000325963 0.0339999999850988
"22" 0.0930000001098961 0.0960000000195578 0.101000000024214 0.106000000028871 0.0370000000111759 0.0339999999850988
"23" 0.0929999999934807 0.0969999999506399 0.103999999933876 0.104999999981374 0.0340000001015142 0.0350000000325963
"24" 0.0950000000884756 0.0949999999720603 0.0999999999767169 0.104999999981374 0.0350000000325963 0.0350000000325963
"25" 0.0940000000409782 0.0940000000409782 0.103000000002794 0.105000000097789 0.0350000000325963 0.0350000000325963
"26" 0.0920000000623986 0.0950000000884756 0.101000000024214 0.110000000102445 0.0359999999636784 0.0339999999850988
"27" 0.0940000000409782 0.0949999999720603 0.103000000002794 0.106999999959953 0.0370000000111759 0.0339999999850988
"28" 0.0929999999934807 0.0979999999981374 0.101000000024214 0.104000000050291 0.0350000000325963 0.034999999916181
"29" 0.0939999999245629 0.0960000000195578 0.0999999999767169 0.107000000076368 0.034999999916181 0.0339999999850988
"30" 0.0929999999934807 0.0960000000195578 0.113000000012107 0.104999999981374 0.034999999916181 0.0339999999850988
